id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2555133877.0,6.0,0.0,4.0,297,44.205000000000005,42.568000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,351744.0,40.95,53.720000000000006,,,,,,,,,,46.0,Stephen Eustáquio,False,Porto,Vitoria de Guimaraes,-0.0021440899999999995
2555133951.0,7.0,0.0,6.0,297,40.95,53.720000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,132273.0,41.055,26.316000000000003,,,,,,,,,,22.0,Wendell,False,Porto,Vitoria de Guimaraes,0.0004792700000000004
2555133967.0,8.0,0.0,9.0,297,41.055,26.316000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,114301.0,34.65,5.508,,,,,,,,,,8.0,Matheus Uribe,False,Porto,Vitoria de Guimaraes,-0.002849870000000001
2555134011.0,9.0,0.0,12.0,297,34.65,5.712000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,10105.0,32.34,37.332,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,0.0015471700000000005
,,0.0,12.0,297,32.34,37.332,,,Carry,,,,,28521.0,34.44,44.404,,,,,,,,,,5.0,Iván Marcano,False,Porto,Vitoria de Guimaraes,-0.0002191399999999996
2555134111.0,10.0,0.0,16.0,297,34.44,44.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,28521.0,49.980000000000004,63.92,,,,,,,,,,5.0,Iván Marcano,False,Porto,Vitoria de Guimaraes,0.0013788199999999994
,,0.0,16.0,297,49.980000000000004,63.92,,,Carry,,,,,347204.0,61.635000000000005,65.212,,,,,,,,,,13.0,Galeno,True,Porto,Vitoria de Guimaraes,0.0049671599999999965
2555134137.0,11.0,0.0,19.0,297,61.635000000000005,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX']","[91, 120, 29, 36, 37, 216, 218]",True,347204.0,69.405,68.0,,,,,,,,,,13.0,Galeno,False,Porto,Vitoria de Guimaraes,
2555134329.0,5.0,0.0,31.0,107,36.330000000000005,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'ThrowIn', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 212, 36, 37, 216]",True,431674.0,58.275000000000006,4.42,,,,,,,,,,,,True,Porto,Vitoria de Guimaraes,0.0034732899999999987
2555134343.0,6.0,0.0,33.0,107,58.275000000000006,4.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'Zone', 'HeadPass']","[91, 120, 29, 139, 36, 37, 217, 218]",True,351703.0,72.34500000000001,5.576,,,,,,,,,,,,True,Porto,Vitoria de Guimaraes,
2555134321.0,13.0,0.0,34.0,297,36.645,64.736,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 139, 35, 38, 215, 218]",True,132273.0,34.230000000000004,56.168,,,,,,,,,,22.0,Wendell,False,Porto,Vitoria de Guimaraes,-0.0006677700000000016
2555134337.0,14.0,0.0,35.0,297,34.44,56.168,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,28521.0,,,,,,,,,,,,5.0,Iván Marcano,,Porto,Vitoria de Guimaraes,
2555134375.0,15.0,0.0,35.0,297,34.44,56.168,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Longball', 'Length', 'Angle']","[91, 119, 117, 127, 36, 38, 216, 218]",True,28521.0,56.07,42.772000000000006,,,,,,,,,,5.0,Iván Marcano,True,Porto,Vitoria de Guimaraes,0.006261060000000001
,,0.0,35.0,297,56.07,42.772000000000006,,,Carry,,,,,120608.0,58.48500000000001,42.84,,,,,,,,,,25.0,Otávio,False,Porto,Vitoria de Guimaraes,0.0
2555134387.0,16.0,0.0,39.0,297,58.48500000000001,42.84,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,120608.0,,,,,,,,,,,,25.0,Otávio,,Porto,Vitoria de Guimaraes,
2555137515.0,19.0,0.0,39.0,107,46.515,25.16,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[198, 200]",False,437999.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555134399.0,17.0,0.0,39.0,297,56.80500000000001,42.772000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Zone', 'HeadPass', 'PassEndY', 'Length', 'Angle']","[91, 118, 120, 29, 139, 35, 37, 216, 218]",True,120608.0,50.19,44.47200000000001,,,,,,,,,,25.0,Otávio,False,Porto,Vitoria de Guimaraes,
2555134545.0,8.0,0.0,39.0,107,53.655,22.032,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,422205.0,41.265,39.1,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,-0.004229499999999999
2555134477.0,7.0,0.0,42.0,107,40.11000000000001,41.344,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408432.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555134587.0,9.0,0.0,43.0,107,30.975,48.348,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,408432.0,7.875,27.064,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,-0.0016940600000000007
2555134655.0,10.0,0.0,47.0,107,7.875,27.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'Longball', 'Zone', 'Chipped', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,107158.0,37.275,3.604,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,
2555134649.0,18.0,0.0,50.0,297,70.875,62.15200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'HeadPass', 'PassEndX', 'PassEndY', 'Zone']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,347204.0,75.39,51.068,,,,,,,,,,13.0,Galeno,True,Porto,Vitoria de Guimaraes,0.0027939199999999983
2555134669.0,19.0,0.0,52.0,297,75.39,51.068,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'HeadPass']","[91, 119, 117, 30, 139, 35, 37, 216, 218]",True,384430.0,69.825,61.404,,,,,,,,,,30.0,Evanilson,False,Porto,Vitoria de Guimaraes,-0.0027939199999999983
2555134707.0,20.0,0.0,53.0,297,69.825,61.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,347204.0,,,,,,,,,,,,13.0,Galeno,,Porto,Vitoria de Guimaraes,
2555134713.0,21.0,0.0,54.0,297,69.825,61.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Chipped', 'Angle', 'Longball', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 120, 124, 128, 36, 38, 217, 218]",True,347204.0,96.81,41.82,,,,,,,,,,13.0,Galeno,True,Porto,Vitoria de Guimaraes,
2555134729.0,11.0,0.0,57.0,107,9.66,29.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,107158.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555135025.0,12.0,1.0,3.0,107,9.66,29.852,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'Longball']","[91, 120, 128, 36, 37, 217, 218]",True,107158.0,74.76,32.368,,,,,,,,,,,,True,Porto,Vitoria de Guimaraes,
2555134967.0,22.0,1.0,10.0,297,32.13,30.192,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[197, 200]",False,28521.0,,,,,,,,,,,,5.0,Iván Marcano,,Porto,Vitoria de Guimaraes,
2555135029.0,13.0,1.0,10.0,107,72.87,37.80800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,351703.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555134977.0,23.0,1.0,10.0,297,34.125,24.752000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,28521.0,42.525,21.148000000000003,,,,,,,,,,5.0,Iván Marcano,False,Porto,Vitoria de Guimaraes,
2555178397.0,287.0,1.0,15.0,107,71.61,58.480000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 37, 217, 218]",True,422205.0,71.61,64.396,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,-0.0027939199999999983
2555135151.0,14.0,1.0,17.0,107,70.77000000000001,64.60000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,447235.0,64.995,59.976000000000006,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,-0.0037706900000000036
2555135167.0,15.0,1.0,20.0,107,64.05,58.14000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'OverRun', 'Zone', 'StandingSave']","[91, 204]",True,422205.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555135157.0,25.0,1.0,20.0,297,35.595,12.24,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,114301.0,,,,,,,,,,,,8.0,Matheus Uribe,,Porto,Vitoria de Guimaraes,
2555135217.0,16.0,1.0,20.0,107,69.405,55.760000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Defensive', 'Foul', 'OppositeRelatedEvent', 'Zone']",[64],False,422205.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555135899.0,17.0,1.0,27.0,107,0.0,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,['Red'],[68],False,422205.0,,,"{'value': 33, 'displayName': 'Red'}",,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555145243.0,49.0,1.0,28.0,107,0.0,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",FormationChange,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555138109.0,28.0,4.0,15.0,297,41.160000000000004,20.060000000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'FreekickTaken', 'StandingSave', 'Angle']","[91, 117, 30, 132, 36, 37, 216, 218]",True,10105.0,51.765,22.304,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,0.00159954
,,4.0,15.0,297,51.765,22.304,,,Carry,,,,,114301.0,53.550000000000004,21.896000000000004,,,,,,,,,,8.0,Matheus Uribe,False,Porto,Vitoria de Guimaraes,0.0025646799999999997
2555138153.0,29.0,4.0,18.0,297,53.550000000000004,21.896000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,114301.0,56.07,35.7,,,,,,,,,,8.0,Matheus Uribe,False,Porto,Vitoria de Guimaraes,3.931999999999894e-05
,,4.0,18.0,297,56.07,35.7,,,Carry,,,,,351744.0,60.795,42.228,,,,,,,,,,46.0,Stephen Eustáquio,False,Porto,Vitoria de Guimaraes,0.0
2555138173.0,30.0,4.0,20.0,297,60.795,42.228,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,351744.0,59.010000000000005,60.044000000000004,,,,,,,,,,46.0,Stephen Eustáquio,False,Porto,Vitoria de Guimaraes,-0.0021593199999999993
,,4.0,20.0,297,59.010000000000005,60.044000000000004,,,Carry,,,,,132273.0,61.95,56.916000000000004,,,,,,,,,,22.0,Wendell,False,Porto,Vitoria de Guimaraes,0.0039675100000000005
2555138241.0,31.0,4.0,23.0,297,61.95,56.916000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,132273.0,56.910000000000004,35.088,,,,,,,,,,22.0,Wendell,False,Porto,Vitoria de Guimaraes,-0.0018081900000000012
2555138259.0,32.0,4.0,25.0,297,57.225,33.864,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Angle', 'Longball', 'Length', 'Chipped', 'PassEndX', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,114301.0,88.2,0.0,,,,,,,,,,8.0,Matheus Uribe,False,Porto,Vitoria de Guimaraes,
2555138583.0,22.0,4.0,44.0,107,23.625,68.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'ThrowIn', 'Angle', 'Length']","[91, 212, 36, 38, 216]",True,447235.0,40.214999999999996,64.60000000000001,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,0.0028141300000000015
2555138593.0,23.0,4.0,46.0,107,41.895,62.83200000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,351703.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555138557.0,34.0,4.0,46.0,297,63.105000000000004,5.168,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,351744.0,,,,,,,,,,,,46.0,Stephen Eustáquio,,Porto,Vitoria de Guimaraes,
2555138611.0,24.0,4.0,46.0,107,40.214999999999996,64.60000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'HeadPass', 'Zone']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,351703.0,47.88,58.548,,,,,,,,,,,,False,Porto,Vitoria de Guimaraes,
2555138591.0,35.0,4.0,47.0,297,59.64,15.436,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'HeadPass', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 139, 35, 38, 216, 218]",True,132273.0,50.08500000000001,8.092,,,,,,,,,,22.0,Wendell,False,Porto,Vitoria de Guimaraes,-0.003634690000000001
2555138599.0,36.0,4.0,48.0,297,50.08500000000001,8.092,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,10105.0,,,,,,,,,,,,3.0,Pepe,,Porto,Vitoria de Guimaraes,
2555138731.0,37.0,4.0,48.0,297,50.08500000000001,8.092,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 127, 35, 37, 215, 218]",True,10105.0,30.03,48.89200000000001,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,-0.0013788199999999994
,,4.0,48.0,297,30.03,48.89200000000001,,,Carry,,,,,28521.0,30.135,46.784,,,,,,,,,,5.0,Iván Marcano,False,Porto,Vitoria de Guimaraes,0.0
2555138789.0,38.0,4.0,57.0,297,30.135,46.784,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,28521.0,38.325,18.496000000000002,,,,,,,,,,5.0,Iván Marcano,False,Porto,Vitoria de Guimaraes,0.0015871199999999992
,,4.0,57.0,297,38.325,18.496000000000002,,,Carry,,,,,10105.0,45.99,12.920000000000002,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,0.0011536600000000008
2555138839.0,39.0,5.0,0.0,297,45.99,12.920000000000002,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,10105.0,55.755,4.08,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,0.0008905599999999986
,,5.0,0.0,297,55.755,4.08,,,Carry,,,,,120608.0,57.855000000000004,3.2640000000000002,,,,,,,,,,25.0,Otávio,False,Porto,Vitoria de Guimaraes,0.0
2555138905.0,40.0,5.0,3.0,297,57.855000000000004,3.2640000000000002,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,120608.0,45.78,9.860000000000001,,,,,,,,,,25.0,Otávio,False,Porto,Vitoria de Guimaraes,-0.0008905599999999986
2555138963.0,41.0,5.0,6.0,297,45.15,9.860000000000001,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,10105.0,58.275000000000006,4.42,,,,,,,,,,3.0,Pepe,False,Porto,Vitoria de Guimaraes,0.0008905599999999986
,,5.0,6.0,297,58.275000000000006,4.42,,,Carry,,,,,114301.0,65.73,7.616,,,,,,,,,,8.0,Matheus Uribe,True,Porto,Vitoria de Guimaraes,0.0027146399999999973
2555139007.0,42.0,5.0,10.0,297,65.73,7.616,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,114301.0,69.615,4.352,,,,,,,,,,8.0,Matheus Uribe,False,Porto,Vitoria de Guimaraes,0.0037706900000000036
2555139009.0,43.0,5.0,11.0,297,68.355,3.808,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'StandingSave']","[91, 53]",True,338791.0,,,,,,,,,,,,11.0,Pepê Aquino,,Porto,Vitoria de Guimaraes,
2555139067.0,25.0,5.0,11.0,107,36.645,64.19200000000001,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 142]",True,447235.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555139059.0,44.0,5.0,13.0,297,64.995,7.956,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,338791.0,45.885000000000005,8.636000000000001,,,,,,,,,,11.0,Pepê Aquino,False,Porto,Vitoria de Guimaraes,-0.0049671599999999965
2555139097.0,45.0,5.0,16.0,297,45.99,8.364,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,10105.0,66.36,3.5360000000000005,,,,,,,,,,3.0,Pepe,True,Porto,Vitoria de Guimaraes,0.0049671599999999965
2555139133.0,46.0,5.0,18.0,297,67.095,2.924,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'Chipped', 'PassEndY', 'Angle']","[91, 120, 124, 128, 36, 37, 217, 218]",True,120608.0,94.5,25.024,,,,,,,,,,25.0,Otávio,True,Porto,Vitoria de Guimaraes,
2555139165.0,26.0,5.0,21.0,107,10.185,46.92,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Head', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[91, 94, 95, 57, 215]",True,432629.0,0.0,55.760000000000005,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555139177.0,27.0,5.0,23.0,107,4.620000000000001,50.048,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'MissLeft']",[122],False,432629.0,,,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
2555139195.0,47.0,5.0,23.0,297,100.38,17.952,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['MissRight', 'OppositeRelatedEvent', 'Zone']",[122],False,120608.0,,,,,,,,,,,,25.0,Otávio,,Porto,Vitoria de Guimaraes,
2555139633.0,48.0,5.0,46.0,297,104.47500000000001,0.34,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['CornerTaken', 'Cross', 'PassEndY', 'Chipped', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'LeftFoot', 'Angle']","[91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,132273.0,98.07000000000001,29.852,,,,,,,,,,22.0,Wendell,True,Porto,Vitoria de Guimaraes,
2555139687.0,28.0,5.0,48.0,107,6.615,31.96,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Length', 'Head', 'PassEndY', 'Zone', 'Angle']","[91, 94, 95, 57, 215]",True,454565.0,24.57,15.368000000000002,,,,,,,,,,,,,Porto,Vitoria de Guimaraes,
