name,team,shirtNo,photo,playerId,fotmob_player_id,Assists,xA,key_passes,final_third_passes,penalty_box_passes,prog_passes,xG,Goals,Shots,SCA,GCA,defensive_actions,final_third_entries,penalty_box_entries,prog_carries,minutes
Matheus Índio,Vitoria-de-Guimaraes,23.0,https://static-img.zz.pt/jogadores/71/659271_20220729164829_matheus_indio_1659109709.jpg,444828.0,1285529.0,0.0,0.1,1.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,9.0,1.0,0.0,1.0,74.0
Osama Rashid,Vizela,23.0,https://static-img.zz.pt/jogadores/72/210772_20220813002402_osama_rashid.png,361919.0,278239.0,0.0,0.9,7.0,24.0,1.0,22.0,0.3,1.0,10.0,14.0,0.0,46.0,2.0,1.0,4.0,377.0
Samuel Soares,Benfica,24.0,https://static-img.zz.pt/jogadores/32/490932_20220916101316_samuel_soares.jpg,404768.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Sebastián Pérez,Boavista,24.0,https://static-img.zz.pt/jogadores/21/823921__20210920194230_sebastian_perez.png,318429.0,309353.0,0.0,0.9,17.0,110.0,13.0,146.0,1.2,3.0,13.0,39.0,2.0,335.0,10.0,0.0,16.0,2459.0
Yuki Soma,Casa-Pia,24.0,https://static-img.zz.pt/jogadores/46/653446_20230314225009_yuki_soma.png,447577.0,955320.0,1.0,3.1,20.0,9.0,7.0,26.0,3.0,2.0,32.0,41.0,1.0,91.0,26.0,9.0,46.0,1217.0
José Oliveira,Pacos-de-Ferreira,24.0,https://static-img.zz.pt/jogadores/14/530214_20220809000150_jose_oliveira.jpg,396588.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,270.0
Mohamed Diaby,Portimonense,24.0,https://static-img.zz.pt/jogadores/62/546562_20220827212620_mohamed_diaby.jpg,380683.0,958533.0,0.0,0.4,7.0,43.0,3.0,51.0,1.2,1.0,17.0,20.0,2.0,230.0,7.0,3.0,12.0,1411.0
Walter González,Santa-Clara,24.0,https://static-img.zz.pt/jogadores/72/415772_20230204175527_walter_gonzalez.png,322744.0,618713.0,0.0,0.1,2.0,6.0,1.0,9.0,0.6,0.0,7.0,3.0,1.0,17.0,4.0,1.0,5.0,399.0
Kiki Afonso,Vizela,24.0,https://static-img.zz.pt/jogadores/30/160830_20220813000055_kiki_afonso.png,129360.0,442593.0,1.0,1.6,24.0,71.0,24.0,103.0,1.2,1.0,20.0,60.0,2.0,340.0,21.0,1.0,24.0,2220.0
Weverson Costa,Arouca,25.0,https://static-img.zz.pt/jogadores/25/555425_20230227190040_weverson_costa.png,397570.0,891744.0,0.0,0.2,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,71.0
Mor Ndiaye,Estoril,25.0,https://static-img.zz.pt/jogadores/40/688640_20220803214613_mor_ndiaye.png,444629.0,1080510.0,0.0,0.4,8.0,32.0,1.0,43.0,0.8,0.0,12.0,15.0,0.0,216.0,3.0,1.0,6.0,1407.0
Pelé,Famalicao,25.0,https://static-img.zz.pt/jogadores/84/55684_20220927150545_pele.png,70484.0,163605.0,0.0,0.0,0.0,20.0,2.0,30.0,0.1,0.0,2.0,4.0,0.0,78.0,7.0,1.0,9.0,611.0
Pedro Tiba,Gil-Vicente,25.0,https://static-img.zz.pt/jogadores/63/99863_20220803185250_pedro_tiba.png,135350.0,164053.0,0.0,1.4,14.0,49.0,18.0,94.0,1.4,1.0,28.0,38.0,2.0,145.0,21.0,10.0,31.0,1253.0
Maracás,Pacos-de-Ferreira,25.0,https://static-img.zz.pt/jogadores/63/448163_20230214184002_maracas.jpg,380682.0,938392.0,0.0,0.0,0.0,6.0,0.0,21.0,0.3,0.0,5.0,4.0,0.0,202.0,1.0,1.0,2.0,1418.0
Lucas Ventura,Portimonense,25.0,https://static-img.zz.pt/jogadores/24/983924__20230222074922_lucas_ventura.jpg,337878.0,846750.0,0.0,0.5,5.0,14.0,2.0,13.0,0.3,0.0,6.0,16.0,0.0,75.0,3.0,1.0,5.0,566.0
Otávio,Porto,25.0,https://static-img.zz.pt/jogadores/60/276060_20220817115203_otavio.png,120608.0,397019.0,7.0,7.6,54.0,145.0,94.0,263.0,4.4,5.0,37.0,134.0,18.0,303.0,61.0,12.0,63.0,2266.0
Gonçalo Inácio,Sporting,25.0,https://static-img.zz.pt/jogadores/59/384159_20220907200407_goncalo_inacio.png,395992.0,1165710.0,3.0,1.3,12.0,252.0,12.0,238.0,1.9,1.0,15.0,52.0,4.0,330.0,31.0,1.0,50.0,2369.0
Ryoya Ogawa,Vitoria-de-Guimaraes,25.0,https://static-img.zz.pt/jogadores/01/455401_20220729164524_ryoya_ogawa_1659109524.jpg,444827.0,727419.0,0.0,0.1,2.0,4.0,3.0,10.0,0.0,0.0,1.0,3.0,0.0,17.0,1.0,0.0,2.0,210.0
Mohamed Aidara,Vizela,25.0,https://static-img.zz.pt/jogadores/43/580643_20220813001852_mohamed_aidara.png,425474.0,1184776.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,242.0
Rodrigo Abascal,Boavista,26.0,https://static-img.zz.pt/jogadores/64/919064__20220805143131_rodrigo_abascal.png,423077.0,690223.0,2.0,1.1,10.0,84.0,10.0,78.0,0.8,0.0,8.0,28.0,5.0,351.0,12.0,0.0,10.0,2294.0
Cristián Borja,Braga,26.0,https://static-img.zz.pt/jogadores/23/457923_20220803190535_cristian_borja.jpg,297321.0,683964.0,0.0,1.1,9.0,35.0,9.0,35.0,0.1,0.0,1.0,17.0,0.0,102.0,8.0,3.0,17.0,680.0
Carlos Ponck,Chaves,26.0,https://static-img.zz.pt/jogadores/50/396550_20230124000639_carlos_ponck.jpg,232384.0,566408.0,0.0,0.0,1.0,40.0,1.0,58.0,0.7,0.0,14.0,12.0,1.0,286.0,1.0,0.0,4.0,1801.0
Rúben Fernandes,Gil-Vicente,26.0,https://static-img.zz.pt/jogadores/18/9118_20220803184417_ruben_fernandes.png,135962.0,164323.0,0.0,0.4,5.0,51.0,3.0,56.0,1.1,0.0,11.0,17.0,1.0,294.0,6.0,3.0,13.0,2175.0
Rui Pires,Pacos-de-Ferreira,26.0,https://static-img.zz.pt/jogadores/34/284034_20220808234931_rui_pires.jpg,422245.0,776968.0,0.0,0.7,15.0,82.0,7.0,101.0,0.3,0.0,5.0,49.0,2.0,339.0,9.0,0.0,5.0,2411.0
Ousmane Diomande,Sporting,26.0,https://static-img.zz.pt/jogadores/39/953339_20230208173102_ousmane_diomande.png,443663.0,1425182.0,0.0,0.1,2.0,81.0,5.0,62.0,0.8,1.0,11.0,11.0,2.0,115.0,22.0,0.0,17.0,885.0
Rafa Silva,Benfica,27.0,https://static-img.zz.pt/jogadores/61/261061_20220916102046_rafa_silva.jpg,135127.0,477023.0,4.0,5.9,38.0,59.0,38.0,126.0,11.9,8.0,68.0,113.0,18.0,133.0,64.0,42.0,99.0,2174.0
Bruma,Braga,27.0,https://static-img.zz.pt/jogadores/12/74312_20230227190616_bruma.png,117980.0,361322.0,6.0,2.6,18.0,30.0,17.0,58.0,3.5,4.0,30.0,50.0,11.0,109.0,37.0,37.0,70.0,1020.0
Afonso Taira,Casa-Pia,27.0,https://static-img.zz.pt/jogadores/42/56542_20220913170317_afonso_taira.png,105745.0,280510.0,1.0,1.5,28.0,97.0,15.0,141.0,0.4,0.0,13.0,61.0,4.0,398.0,28.0,2.0,20.0,2095.0
Rafik Guitane,Estoril,27.0,https://static-img.zz.pt/jogadores/63/978863__20230207080517_rafik_guitane.jpg,357533.0,814869.0,1.0,1.2,10.0,13.0,15.0,29.0,0.2,0.0,5.0,25.0,3.0,60.0,20.0,4.0,28.0,785.0
Paulinho,Maritimo,27.0,https://static-img.zz.pt/jogadores/29/54529_20230108181408_paulinho.png,122089.0,362665.0,1.0,1.9,9.0,24.0,7.0,31.0,0.8,0.0,8.0,20.0,4.0,69.0,9.0,0.0,8.0,718.0
João Vigário,Pacos-de-Ferreira,27.0,https://static-img.zz.pt/jogadores/06/280406_20220514125106_joao_vigario.jpg,,566477.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,17.0
Gustavo Klismahn,Portimonense,27.0,https://static-img.zz.pt/jogadores/11/547211_20220808160612_gustavo_klismahn_1659971172.jpg,447215.0,1299645.0,1.0,0.5,3.0,17.0,4.0,17.0,0.4,0.0,5.0,8.0,1.0,83.0,7.0,1.0,7.0,699.0
Hernâni Fortes,Rio-Ave,27.0,https://static-img.zz.pt/jogadores/04/159904_20230218195902_hernani_fortes.png,106216.0,281558.0,1.0,0.7,10.0,3.0,10.0,14.0,2.6,2.0,26.0,23.0,3.0,42.0,7.0,6.0,19.0,672.0
Tiago Esgaio,Arouca,28.0,https://static-img.zz.pt/jogadores/97/282197_20220806112005_tiago_esgaio.png,383609.0,816222.0,2.0,1.8,14.0,61.0,18.0,63.0,0.8,0.0,11.0,27.0,3.0,287.0,13.0,1.0,16.0,2282.0
Jonny Arriba ,Chaves,28.0,https://static-img.zz.pt/jogadores/57/945357_20220812233419_jonny_arriba_.png,444824.0,1388883.0,1.0,0.2,3.0,7.0,4.0,17.0,1.6,1.0,16.0,13.0,1.0,74.0,4.0,6.0,15.0,669.0
Carlos Eduardo,Estoril,28.0,https://static-img.zz.pt/jogadores/42/976942__20230201121357_carlos_eduardo.jpg,280246.0,637580.0,0.0,0.4,5.0,3.0,4.0,9.0,1.1,2.0,9.0,12.0,0.0,85.0,22.0,5.0,27.0,722.0
Zaydou Youssouf,Famalicao,28.0,https://static-img.zz.pt/jogadores/44/482944_20220927150605_zaydou_youssouf.png,330832.0,813549.0,0.0,0.4,9.0,89.0,13.0,115.0,1.2,2.0,24.0,43.0,2.0,349.0,26.0,2.0,25.0,2143.0
Marafona,Pacos-de-Ferreira,28.0,https://static-img.zz.pt/jogadores/23/28823_20230311153330_marafona.png,70950.0,,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,1426.0
Bruno Costa,Porto,28.0,https://static-img.zz.pt/jogadores/11/284011_20220817115210_bruno_costa.png,354146.0,470535.0,1.0,1.3,8.0,15.0,4.0,15.0,0.6,0.0,5.0,10.0,1.0,25.0,4.0,1.0,6.0,265.0
Pedro Gonçalves,Sporting,28.0,https://static-img.zz.pt/jogadores/88/338388_20220907200803_pedro_goncalves.png,344378.0,875133.0,11.0,8.3,74.0,91.0,58.0,164.0,16.2,15.0,96.0,142.0,17.0,253.0,75.0,36.0,93.0,2806.0
Zé Carlos,Vitoria-de-Guimaraes,28.0,https://static-img.zz.pt/jogadores/74/450174_20221117111636_ze_carlos_1668683796.jpg,435125.0,1287747.0,2.0,0.5,11.0,21.0,5.0,31.0,0.1,0.0,3.0,23.0,2.0,144.0,9.0,1.0,12.0,856.0
Gorby Baptiste,Braga,29.0,https://static-img.zz.pt/jogadores/56/779156_20220803190747_gorby_baptiste.jpg,423976.0,1292369.0,0.0,0.0,0.0,13.0,0.0,9.0,0.1,0.0,2.0,3.0,0.0,20.0,0.0,1.0,0.0,116.0
Jhonder Cádiz,Famalicao,29.0,https://static-img.zz.pt/jogadores/85/275585_20220803213501_jhonder_cadiz.png,142819.0,523414.0,3.0,1.4,19.0,16.0,7.0,24.0,5.7,4.0,46.0,37.0,3.0,60.0,10.0,11.0,17.0,1326.0
Brayan Riascos,Maritimo,29.0,https://static-img.zz.pt/jogadores/41/331841_20230106121150_brayan_riascos.jpg,361988.0,523448.0,2.0,2.1,18.0,5.0,8.0,10.0,6.2,3.0,35.0,31.0,4.0,70.0,9.0,11.0,18.0,873.0
Toni Martínez,Porto,29.0,https://static-img.zz.pt/jogadores/17/450417_20220817115422_toni_martinez.png,280060.0,640123.0,4.0,3.8,17.0,4.0,3.0,9.0,7.0,5.0,51.0,33.0,7.0,65.0,4.0,9.0,21.0,1151.0
Nicolás Otamendi,Benfica,30.0,https://static-img.zz.pt/jogadores/88/67588_20220916101514_nicolas_otamendi.jpg,75691.0,174321.0,0.0,0.4,6.0,158.0,2.0,156.0,2.3,1.0,31.0,31.0,2.0,478.0,22.0,1.0,25.0,2773.0
Felippe Cardoso,Casa-Pia,30.0,https://static-img.zz.pt/jogadores/98/582698_20230314225112_felippe_cardoso.png,363581.0,916351.0,0.0,1.2,8.0,6.0,1.0,11.0,3.6,4.0,15.0,15.0,3.0,27.0,5.0,2.0,12.0,508.0
Gonçalo Pinto,Chaves,30.0,https://static-img.zz.pt/jogadores/37/155437_20230304203631_goncalo_pinto.png,454512.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Ali Alipour,Gil-Vicente,30.0,https://static-img.zz.pt/jogadores/94/365494_20220803185506_ali_alipour.png,403771.0,505960.0,1.0,1.1,5.0,3.0,2.0,8.0,2.0,2.0,15.0,11.0,2.0,43.0,4.0,2.0,7.0,527.0
Giorgi Makaridze,Maritimo,30.0,https://static-img.zz.pt/jogadores/72/41672_20230214183711_giorgi_makaridze.jpg,32381.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,540.0
Alexandre Guedes,Pacos-de-Ferreira,30.0,https://static-img.zz.pt/jogadores/42/74342_20230102180237_alexandre_guedes.png,342602.0,500943.0,1.0,0.7,9.0,4.0,2.0,10.0,2.5,1.0,19.0,18.0,1.0,37.0,9.0,5.0,7.0,791.0
Kim Yong-hak,Portimonense,30.0,https://static-img.zz.pt/jogadores/13/762313_20220808160944_kim_yong_hak_1659971384.jpg,,1388929.0,,,,,,,,,,,,,,,,
Evanilson,Porto,30.0,https://static-img.zz.pt/jogadores/07/513007_20220817115424_evanilson.png,384430.0,1098096.0,5.0,3.0,16.0,13.0,5.0,23.0,8.9,7.0,34.0,31.0,8.0,94.0,12.0,7.0,15.0,1354.0
Andreas Samaris,Rio-Ave,30.0,https://static-img.zz.pt/jogadores/95/132495_20220916154929_andreas_samaris.png,83798.0,195724.0,1.0,0.5,11.0,52.0,10.0,61.0,0.4,0.0,15.0,29.0,2.0,210.0,9.0,1.0,6.0,1406.0
Rodrigo Moura,Chaves,31.0,https://static-img.zz.pt/jogadores/57/545757_20220812234346_rodrigo_moura.png,447017.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,357.0
Joãozinho,Estoril,31.0,https://static-img.zz.pt/jogadores/40/155840_20220803214211_joaozinho.png,105928.0,280906.0,4.0,1.2,19.0,110.0,19.0,128.0,0.3,1.0,6.0,42.0,6.0,262.0,33.0,1.0,29.0,2574.0
Luiz Júnior,Famalicao,31.0,https://static-img.zz.pt/jogadores/73/562773_20220927150456_luiz_junior.png,400826.0,,0.0,0.1,3.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,50.0,0.0,0.0,0.0,2970.0
Marcelo Carné,Maritimo,31.0,https://static-img.zz.pt/jogadores/46/124246_20230108180128_marcelo_carne.png,86730.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,1260.0
Nanu,Santa-Clara,31.0,https://static-img.zz.pt/jogadores/78/248178_20230204180216_nanu.png,350779.0,470547.0,1.0,0.8,6.0,6.0,4.0,15.0,0.1,0.0,2.0,10.0,2.0,72.0,10.0,4.0,15.0,575.0
Loreintz Rosier,Estoril,32.0,https://static-img.zz.pt/jogadores/83/642983_20220803214657_loreintz_rosier.png,421892.0,955808.0,1.0,0.2,4.0,35.0,4.0,43.0,0.8,0.0,11.0,15.0,1.0,158.0,11.0,1.0,10.0,1035.0
Martín Aguirregabiria,Famalicao,32.0,https://static-img.zz.pt/jogadores/03/550603_20220803201953_martin_aguirregabiria.png,333111.0,821417.0,1.0,0.2,3.0,10.0,6.0,14.0,0.0,0.0,0.0,5.0,1.0,47.0,6.0,2.0,10.0,402.0
Kosuke Nakamura,Portimonense,32.0,https://static-img.zz.pt/jogadores/87/201687_20220808160942_kosuke_nakamura_1659971382.jpg,126293.0,,0.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,72.0,0.0,0.0,0.0,2700.0
MT,Santa-Clara,32.0,https://static-img.zz.pt/jogadores/91/695591_20230311152854_mt.png,451235.0,1269785.0,0.0,0.4,4.0,37.0,6.0,49.0,0.4,0.0,13.0,13.0,1.0,171.0,13.0,4.0,11.0,1135.0
Mateo Tanlongo,Sporting,32.0,https://static-img.zz.pt/jogadores/97/834997_20230125105457_mateo_tanlongo.png,408809.0,1220673.0,0.0,0.0,0.0,5.0,0.0,8.0,0.2,0.0,2.0,2.0,1.0,16.0,2.0,0.0,1.0,141.0
Petar Musa,Benfica,33.0,https://static-img.zz.pt/jogadores/53/494753_20220916101942_petar_musa.jpg,404198.0,709796.0,2.0,2.2,16.0,8.0,6.0,18.0,7.0,7.0,38.0,35.0,5.0,48.0,6.0,6.0,11.0,666.0
Ricardo Batista,Casa-Pia,33.0,https://static-img.zz.pt/jogadores/97/7797_20220913170017_ricardo_batista.png,135570.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,63.0,1.0,0.0,1.0,2790.0
João Marques,Estoril,33.0,https://static-img.zz.pt/jogadores/31/970331__20230116083259_joao_marques.jpg,447024.0,1428671.0,0.0,0.3,3.0,10.0,2.0,8.0,0.5,0.0,5.0,8.0,1.0,35.0,2.0,3.0,14.0,391.0
Vasco Sousa,Pacos-de-Ferreira,33.0,https://static-img.zz.pt/jogadores/05/605905_20220809000424_vasco_sousa.jpg,,1394006.0,,,,,,,,,,,,,,,,
Aderllan Santos,Rio-Ave,33.0,https://static-img.zz.pt/jogadores/55/150755_20220803215425_aderllan_santos.png,125953.0,361710.0,0.0,0.2,4.0,50.0,1.0,57.0,1.6,1.0,21.0,25.0,2.0,472.0,3.0,0.0,3.0,2821.0
Arthur Gomes,Sporting,33.0,https://static-img.zz.pt/jogadores/33/484833_20220922125506_arthur_gomes.png,329403.0,689051.0,2.0,2.1,13.0,12.0,16.0,40.0,1.1,1.0,16.0,29.0,2.0,96.0,24.0,8.0,46.0,805.0
Anderson Silva,Vitoria-de-Guimaraes,33.0,https://static-img.zz.pt/jogadores/16/514616_20220729164827_anderson_oliveira_1659109707.jpg,380620.0,876734.0,0.0,0.4,6.0,11.0,2.0,15.0,5.1,4.0,56.0,27.0,2.0,55.0,17.0,13.0,22.0,1350.0
Edson Mexer,Estoril,34.0,https://static-img.zz.pt/jogadores/30/970330__20230116083258_edson_mexer.jpg,121720.0,191788.0,0.0,0.0,2.0,32.0,1.0,36.0,0.6,0.0,11.0,5.0,1.0,139.0,7.0,0.0,1.0,972.0
Pedro Ortiz,Vizela,34.0,https://static-img.zz.pt/jogadores/90/727290_20230304151503_pedro_ortiz.png,422955.0,,0.0,0.1,2.0,14.0,0.0,12.0,0.1,0.0,2.0,6.0,1.0,72.0,2.0,0.0,3.0,481.0
Bryan Róchez,Portimonense,35.0,https://static-img.zz.pt/jogadores/64/291664_20220808161152_bryan_rochez_1659971512.jpg,271553.0,562961.0,2.0,0.9,10.0,9.0,3.0,15.0,4.9,1.0,28.0,22.0,3.0,48.0,10.0,3.0,6.0,890.0
Percy Liza ,Maritimo,36.0,https://static-img.zz.pt/jogadores/12/712112_20230109085712_percy_liza_.jpg,446477.0,1053398.0,0.0,0.0,2.0,4.0,0.0,3.0,0.9,1.0,4.0,5.0,1.0,21.0,1.0,0.0,2.0,421.0
Julien Lomboto,Rio-Ave,36.0,https://static-img.zz.pt/jogadores/39/850439_20230317232853_julien_lomboto.png,476710.0,1452500.0,,,,,,,,,,,,,,,,
Rildo,Santa-Clara,37.0,https://static-img.zz.pt/jogadores/57/619557_20230204175932_rildo.png,397582.0,1174629.0,1.0,0.5,6.0,12.0,5.0,24.0,2.1,3.0,22.0,22.0,4.0,75.0,7.0,11.0,17.0,822.0
Léo Pereira,Maritimo,38.0,https://static-img.zz.pt/jogadores/63/691563_20230108180609_leo_pereira.jpg,388653.0,1115354.0,0.0,0.2,5.0,3.0,3.0,9.0,0.3,0.0,6.0,13.0,2.0,52.0,4.0,5.0,14.0,532.0
Paulo Estrela,Portimonense,38.0,https://static-img.zz.pt/jogadores/21/284421_20220808160942_paulo_estrela_1659971382.jpg,391031.0,824636.0,1.0,2.6,36.0,81.0,9.0,90.0,1.9,2.0,9.0,57.0,3.0,221.0,4.0,0.0,5.0,1510.0
Fernando Andrade,Porto,38.0,https://static-img.zz.pt/jogadores/24/252624_20220817115431_fernando_andrade.png,,391035.0,,,,,,,,,,,,,,,,
Stanley Kanu,Maritimo,39.0,https://static-img.zz.pt/jogadores/43/659143_20230214183736_stanley_kanu.png,469459.0,1428154.0,0.0,0.0,1.0,1.0,0.0,2.0,0.1,0.0,3.0,4.0,0.0,7.0,0.0,1.0,1.0,71.0
Matheus Babi,Santa-Clara,39.0,https://static-img.zz.pt/jogadores/20/478020_20220904230219_matheus_babi.png,397827.0,1023047.0,1.0,1.2,8.0,12.0,2.0,16.0,5.4,5.0,30.0,31.0,3.0,88.0,12.0,1.0,6.0,1358.0
Nwankwo Obiora,Chaves,40.0,https://static-img.zz.pt/jogadores/14/114514_20220812234728_nwankwo_obiora.png,91311.0,213743.0,0.0,0.3,2.0,30.0,0.0,26.0,0.5,1.0,5.0,7.0,0.0,81.0,0.0,0.0,2.0,620.0
Kento Misao,Santa-Clara,40.0,https://static-img.zz.pt/jogadores/87/374887_20230114015419_kento_misao.png,469662.0,648364.0,0.0,0.3,5.0,35.0,5.0,50.0,0.2,0.0,6.0,18.0,0.0,154.0,7.0,0.0,1.0,1055.0
Mauro Couto,Pacos-de-Ferreira,41.0,https://static-img.zz.pt/jogadores/55/742455_20230227190259_mauro_couto.png,455733.0,1402606.0,0.0,0.1,4.0,2.0,0.0,2.0,0.2,0.0,1.0,5.0,0.0,16.0,2.0,2.0,2.0,129.0
Gaius Makouta,Boavista,42.0,https://static-img.zz.pt/jogadores/69/919069__20220805143222_gaius_makouta.png,423076.0,773062.0,6.0,1.5,16.0,93.0,11.0,115.0,2.6,2.0,35.0,48.0,12.0,310.0,43.0,5.0,37.0,2738.0
Lucas Soares,Casa-Pia,42.0,https://static-img.zz.pt/jogadores/88/547788_20220913170131_lucas_soares.png,381793.0,1077665.0,2.0,3.2,26.0,29.0,17.0,43.0,1.9,1.0,26.0,50.0,3.0,254.0,35.0,11.0,60.0,2175.0
Andrew Silva,Gil-Vicente,42.0,https://static-img.zz.pt/jogadores/89/641489_20220803183743_andrew_silva.png,362746.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,58.0,0.0,0.0,0.0,2131.0
Renato Pantalon,Rio-Ave,42.0,https://static-img.zz.pt/jogadores/57/618757_20220803215525_renato_pantalon.png,444575.0,978957.0,0.0,0.3,3.0,56.0,0.0,53.0,0.5,1.0,5.0,11.0,0.0,245.0,4.0,0.0,6.0,1794.0
Vitinho Moura,Arouca,43.0,https://static-img.zz.pt/jogadores/63/547663_20220806113518_vitinho_moura.png,416896.0,1249715.0,2.0,1.0,12.0,5.0,5.0,11.0,0.2,0.0,6.0,13.0,2.0,32.0,7.0,1.0,5.0,245.0
Alemão,Portimonense,43.0,https://static-img.zz.pt/jogadores/22/983922__20230222074922_alemao.jpg,,1437941.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,67.0,0.0,0.0,1.0,363.0
João Marcelo,Porto,43.0,https://static-img.zz.pt/jogadores/00/692400_20220817115012_joao_marcelo.png,,1185338.0,,,,,,,,,,,,,,,,
Paulo Eduardo,Santa-Clara,43.0,https://static-img.zz.pt/jogadores/91/690291_20221008153030_paulo_eduardo.jpg,444763.0,1267274.0,0.0,0.1,1.0,9.0,0.0,13.0,0.1,0.0,1.0,2.0,0.0,65.0,1.0,0.0,4.0,481.0
Nino Galovic,Arouca,44.0,https://static-img.zz.pt/jogadores/22/277822_20220806112328_nino_galovic.png,401804.0,289213.0,1.0,0.2,1.0,11.0,1.0,17.0,0.2,0.0,2.0,5.0,2.0,167.0,3.0,0.0,3.0,1303.0
Isaac Monteiro,Casa-Pia,44.0,https://static-img.zz.pt/jogadores/17/478417_20220913165920_isaac_monteiro.png,,1393694.0,,,,,,,,,,,,,,,,
João Queirós,Chaves,44.0,https://static-img.zz.pt/jogadores/38/474238_20220812232939_joao_queiros.png,380662.0,822263.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,1.0,263.0
André Teles,Maritimo,44.0,https://static-img.zz.pt/jogadores/46/366246_20191023192621_andre_teles.png,322666.0,782855.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,61.0
Pedrão,Portimonense,44.0,https://static-img.zz.pt/jogadores/27/500827_20220808161154_pedrao_1659971514.jpg,360107.0,940134.0,0.0,1.4,11.0,109.0,10.0,106.0,2.7,2.0,22.0,36.0,0.0,430.0,24.0,7.0,22.0,2582.0
Ítalo Assis,Santa-Clara,44.0,https://static-img.zz.pt/jogadores/36/749436_20221002175146_italo.png,455563.0,1419153.0,0.0,0.2,2.0,9.0,0.0,19.0,0.3,0.0,3.0,2.0,0.0,162.0,2.0,1.0,0.0,1070.0
Jorge Fernandes,Vitoria-de-Guimaraes,44.0,https://static-img.zz.pt/jogadores/41/216241_20220729164523_jorge_fernandes_1659109523.jpg,351604.0,668727.0,0.0,0.3,1.0,10.0,1.0,11.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,2.0,211.0
Iuri Medeiros,Braga,45.0,https://static-img.zz.pt/jogadores/38/74338_20220803192652_iuri_medeiros.jpg,283362.0,361321.0,6.0,9.3,58.0,67.0,50.0,128.0,7.8,10.0,80.0,122.0,18.0,154.0,45.0,25.0,58.0,2059.0
Fábio China,Maritimo,45.0,https://static-img.zz.pt/jogadores/78/242478_20210612203557_fabio_china.png,322657.0,750883.0,0.0,0.4,5.0,17.0,6.0,21.0,0.1,0.0,1.0,12.0,0.0,65.0,8.0,0.0,7.0,396.0
Stephen Eustáquio,Porto,46.0,https://static-img.zz.pt/jogadores/64/367964_20220817115202_stephen_eustaquio.png,351744.0,816223.0,5.0,4.8,30.0,88.0,26.0,129.0,2.1,2.0,26.0,63.0,10.0,216.0,12.0,3.0,8.0,1673.0
Diogo Fonseca,Braga,47.0,https://static-img.zz.pt/jogadores/05/529005_20220902164909_diogo_fonseca_1662133749.jpg,,1355683.0,,,,,,,,,,,,,,,,
Guilherme Willian,Chaves,47.0,https://static-img.zz.pt/jogadores/72/712272_20230304204004_guilherme_willian.png,455538.0,1432749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0
Ricardo Esgaio,Sporting,47.0,https://static-img.zz.pt/jogadores/78/56578_20220907200309_ricardo_esgaio.png,109474.0,300918.0,3.0,3.3,20.0,53.0,14.0,69.0,1.9,1.0,12.0,36.0,5.0,144.0,15.0,5.0,26.0,1313.0
Jason Bahamboula,Vitoria-de-Guimaraes,47.0,https://static-img.zz.pt/jogadores/48/782648_20220719000927_jason_bahamboula.png,455075.0,,,,,,,,,,,,,,,,,
Dylan Collard,Maritimo,49.0,https://static-img.zz.pt/jogadores/42/376942_20230108181218_dylan_collard.png,470827.0,1431165.0,,,,,,,,,,,,,,,,
