id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2504527411.0,3.0,0.0,8.0,264,34.33500000000001,43.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Angle', 'HeadPass', 'Length']","[91, 117, 30, 139, 36, 38, 216, 218]",True,137128.0,48.72,31.756000000000004,,,,,,,,,,,,False,Chaves,Maritimo,0.003741359999999999
2504527433.0,4.0,0.0,9.0,264,49.035000000000004,32.164,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,335707.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504527479.0,5.0,0.0,9.0,264,49.035000000000004,32.164,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,335707.0,58.905,45.084,,,,,,,,,,,,False,Chaves,Maritimo,0.0020099799999999998
2504527563.0,6.0,0.0,13.0,264,60.06,49.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,123359.0,71.4,65.41600000000001,,,,,,,,,,,,False,Chaves,Maritimo,0.004365330000000001
2504527657.0,7.0,0.0,15.0,264,76.02000000000001,65.552,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 54]",True,388653.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504547177.0,136.0,0.0,15.0,2008,28.980000000000004,2.4480000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,447020.0,,,,,,,,,,,,2.0,Habib Sylla,,Chaves,Maritimo,
2504527683.0,8.0,0.0,20.0,264,85.89,64.60000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 120, 29, 35, 37, 217, 218]",True,388653.0,71.82000000000001,68.0,,,,,,,,,,,,False,Chaves,Maritimo,
2504527943.0,8.0,0.0,34.0,2008,30.555000000000003,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'PassEndY', 'Length', 'Longball', 'PassEndX', 'Zone']","[91, 212, 36, 37, 216]",True,447020.0,61.74,2.788,,,,,,,,,,2.0,Habib Sylla,True,Chaves,Maritimo,0.007674009999999997
2504527953.0,9.0,0.0,36.0,2008,61.845,2.788,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,320350.0,,,,,,,,,,,,20.0,Juninho,,Chaves,Maritimo,
2504528131.0,11.0,0.0,47.0,264,43.785000000000004,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'ThrowIn']","[91, 212, 36, 38, 216]",True,322657.0,61.425000000000004,65.07600000000001,,,,,,,,,,,,True,Chaves,Maritimo,0.0049671599999999965
2504528147.0,12.0,0.0,48.0,264,61.425000000000004,65.07600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,361988.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504528383.0,12.0,1.0,1.0,2008,44.1,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'PassEndX', 'Angle', 'Longball', 'Length', 'Zone', 'PassEndY']","[91, 212, 36, 37, 217]",True,447020.0,70.875,22.983999999999998,,,,,,,,,,2.0,Habib Sylla,True,Chaves,Maritimo,0.011638960000000002
2504528453.0,13.0,1.0,2.0,2008,70.875,22.983999999999998,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,132504.0,67.41000000000001,29.104,,,,,,,,,,16.0,Euller,False,Chaves,Maritimo,-0.004151700000000001
,,1.0,2.0,2008,67.41000000000001,29.104,,,Carry,,,,,255627.0,80.955,38.89600000000001,,,,,,,,,,10.0,João Teixeira,True,Chaves,Maritimo,0.01514256
2504528507.0,14.0,1.0,7.0,2008,80.955,38.89600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,255627.0,89.355,49.164,,,,,,,,,,10.0,João Teixeira,False,Chaves,Maritimo,0.019798120000000002
2504528563.0,15.0,1.0,9.0,2008,89.46000000000001,49.164,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,390741.0,82.635,44.47200000000001,,,,,,,,,,5.0,Bruno Langa,False,Chaves,Maritimo,-0.026359360000000002
,,1.0,9.0,2008,82.635,44.47200000000001,,,Carry,,,,,255627.0,85.26,42.024,,,,,,,,,,10.0,João Teixeira,False,Chaves,Maritimo,0.0065612399999999994
2504573009.0,339.0,1.0,10.0,2008,85.26,42.024,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,255627.0,87.255,43.18,,,,,,,,,,10.0,João Teixeira,False,Chaves,Maritimo,
2505120135.0,925.0,1.0,11.0,264,16.275000000000002,23.323999999999998,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,137058.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504528753.0,14.0,1.0,11.0,264,15.015,22.916000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 94, 95, 216]",True,137058.0,35.28,21.216,,,,,,,,,,,,,Chaves,Maritimo,
2505120189.0,733.0,1.0,12.0,2008,75.705,46.852000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,438899.0,,,,,,,,,,,,21.0,Guima,,Chaves,Maritimo,
,,1.0,12.0,2008,75.705,46.852000000000004,,,Carry,,,,,438899.0,77.175,54.67200000000001,,,,,,,,,,21.0,Guima,False,Chaves,Maritimo,-0.00010719000000000353
2504528725.0,17.0,1.0,15.0,2008,77.175,54.67200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,438899.0,85.155,65.89200000000001,,,,,,,,,,21.0,Guima,False,Chaves,Maritimo,0.0035479100000000013
2504528751.0,18.0,1.0,20.0,2008,85.26,65.48400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'PassEndY', 'Zone', 'OppositeRelatedEvent']","[91, 120, 29, 35, 38, 217, 218]",True,390741.0,81.48,61.336000000000006,,,,,,,,,,5.0,Bruno Langa,False,Chaves,Maritimo,
2504528759.0,15.0,1.0,20.0,264,19.005000000000003,5.372000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,436558.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504528853.0,19.0,1.0,22.0,2008,79.8,50.728,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Offensive', 'PassEndX', 'OppositeRelatedEvent', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,362386.0,81.79500000000002,50.524,,,,,,,,,,8.0,João Mendes,False,Chaves,Maritimo,
2504528807.0,16.0,1.0,22.0,264,23.31,20.672,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 60]",True,101952.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2505120713.0,734.0,1.0,24.0,2008,81.79500000000002,35.836000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Offensive']","[91, 54]",True,132504.0,,,,,,,,,,,,16.0,Euller,,Chaves,Maritimo,
2505120717.0,926.0,1.0,24.0,264,23.205000000000002,32.164,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']",[55],False,388653.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504528883.0,17.0,1.0,26.0,264,16.59,30.26,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[55],False,300848.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504529755.0,21.0,1.0,26.0,2008,88.41000000000001,37.74,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Offensive']","[91, 54]",True,132504.0,,,,,,,,,,,,16.0,Euller,,Chaves,Maritimo,
2504528907.0,20.0,1.0,28.0,2008,95.76,32.232,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['GoalMouthY', 'RegularPlay', 'BoxCentre', 'GoalMouthZ', 'BigChance', 'RightFoot', 'Zone', 'StandingSave', 'LowCentre']","[91, 24, 9, 10, 202, 1, 3, 12, 17, 19, 25]",True,132504.0,,,1.3,48.2,True,True,,,,,,16.0,Euller,,Chaves,Maritimo,
2504530049.0,18.0,2.0,31.0,264,52.395,34.34,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,361988.0,41.475,8.976,,,,,,,,,,,,False,Chaves,Maritimo,-0.0035833099999999993
2504530187.0,19.0,2.0,35.0,264,36.75,4.964,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,335707.0,26.25,19.176000000000002,,,,,,,,,,,,False,Chaves,Maritimo,-0.0012496299999999998
2504530203.0,20.0,2.0,38.0,264,26.25,19.176000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,137058.0,27.825000000000003,46.51200000000001,,,,,,,,,,,,False,Chaves,Maritimo,0.00109158
2504530255.0,21.0,2.0,41.0,264,27.825000000000003,46.51200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,300848.0,8.82,33.32,,,,,,,,,,,,False,Chaves,Maritimo,-0.0016940600000000007
2504530317.0,22.0,2.0,44.0,264,8.505,31.96,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,32381.0,13.86,50.25200000000001,,,,,,,,,,,,False,Chaves,Maritimo,0.0003668899999999999
2504530385.0,23.0,2.0,49.0,264,22.575,55.21600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'Angle', 'Chipped']","[91, 120, 124, 128, 36, 38, 216, 218]",True,300848.0,59.85,41.752,,,,,,,,,,,,True,Chaves,Maritimo,
2504530393.0,22.0,2.0,51.0,2008,44.1,26.384,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,121484.0,,,,,,,,,,,,19.0,Steven Vitória,,Chaves,Maritimo,
2504530389.0,24.0,2.0,51.0,264,60.900000000000006,41.61600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,361988.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504530403.0,23.0,2.0,51.0,2008,42.525,26.656000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 139, 36, 38, 216, 218]",True,121484.0,50.400000000000006,19.924000000000003,,,,,,,,,,19.0,Steven Vitória,False,Chaves,Maritimo,0.0016648199999999991
,,2.0,51.0,2008,50.400000000000006,19.924000000000003,,,Carry,,,,,447020.0,42.42,17.204,,,,,,,,,,2.0,Habib Sylla,False,Chaves,Maritimo,-0.0021440899999999995
2504530433.0,24.0,2.0,53.0,2008,42.42,17.204,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[91, 120, 29, 139, 36, 37, 216, 218]",True,447020.0,62.05500000000001,26.180000000000003,,,,,,,,,,2.0,Habib Sylla,True,Chaves,Maritimo,
2504530471.0,25.0,2.0,54.0,264,35.07,38.964,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'HeadPass', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 139, 36, 37, 216, 218]",True,137128.0,42.73500000000001,48.75600000000001,,,,,,,,,,,,False,Chaves,Maritimo,6.527999999999916e-05
2504530511.0,26.0,2.0,56.0,264,42.73500000000001,48.75600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,436558.0,38.745,60.044000000000004,,,,,,,,,,,,False,Chaves,Maritimo,-0.0014290699999999993
2504530571.0,27.0,2.0,59.0,264,42.63,62.764,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322657.0,61.845,57.800000000000004,,,,,,,,,,,,True,Chaves,Maritimo,0.007440799999999999
2504530593.0,28.0,3.0,2.0,264,61.635000000000005,62.83200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Chipped', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 120, 29, 124, 36, 38, 217, 218]",True,123359.0,75.495,60.31600000000001,,,,,,,,,,,,True,Chaves,Maritimo,
2504530633.0,25.0,3.0,3.0,2008,23.625,5.236000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'HeadPass']","[91, 117, 30, 139, 36, 37, 216, 218]",True,447020.0,35.910000000000004,16.66,,,,,,,,,,2.0,Habib Sylla,False,Chaves,Maritimo,0.0036986500000000012
2504530639.0,26.0,3.0,5.0,2008,36.015,16.66,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,255627.0,,,,,,,,,,,,10.0,João Teixeira,,Chaves,Maritimo,
2504530713.0,27.0,3.0,5.0,2008,36.015,16.66,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,255627.0,43.365,10.948000000000002,,,,,,,,,,10.0,João Teixeira,False,Chaves,Maritimo,0.0
,,3.0,5.0,2008,43.365,10.948000000000002,,,Carry,,,,,362386.0,57.855000000000004,12.988000000000001,,,,,,,,,,8.0,João Mendes,True,Chaves,Maritimo,0.003970940000000001
2504530725.0,28.0,3.0,8.0,2008,57.855000000000004,12.988000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,362386.0,58.065,6.188000000000001,,,,,,,,,,8.0,João Mendes,False,Chaves,Maritimo,-0.001382170000000002
,,3.0,8.0,2008,58.065,6.188000000000001,,,Carry,,,,,364014.0,59.64,5.712000000000001,,,,,,,,,,17.0,Issah Abass,False,Chaves,Maritimo,0.0
2504530735.0,29.0,3.0,9.0,2008,59.64,5.712000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[91, 54]",True,364014.0,,,,,,,,,,,,17.0,Issah Abass,,Chaves,Maritimo,
2504530699.0,29.0,3.0,9.0,264,45.36000000000001,62.288000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[55],False,137128.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504530781.0,30.0,3.0,11.0,2008,58.065,6.188000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Longball', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[91, 120, 128, 36, 37, 217, 218]",True,364014.0,88.41000000000001,20.128000000000004,,,,,,,,,,17.0,Issah Abass,True,Chaves,Maritimo,
2504530785.0,30.0,3.0,14.0,264,15.75,46.784,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,32381.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504530983.0,31.0,3.0,20.0,264,12.495000000000001,34.612,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Angle', 'KeeperThrow', 'Zone']","[91, 36, 37, 215, 218]",True,32381.0,15.225000000000001,48.21200000000001,,,,,,,,,,,,False,Chaves,Maritimo,-0.0010497700000000002
2504531033.0,32.0,3.0,25.0,264,19.32,49.028,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,300848.0,5.25,34.884,,,,,,,,,,,,False,Chaves,Maritimo,-0.0006024800000000007
2504531085.0,33.0,3.0,29.0,264,7.7700000000000005,34.068000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,32381.0,14.07,12.648000000000001,,,,,,,,,,,,False,Chaves,Maritimo,-0.0006246700000000008
2504531131.0,34.0,3.0,31.0,264,14.700000000000001,12.648000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,137058.0,38.010000000000005,11.968000000000002,,,,,,,,,,,,False,Chaves,Maritimo,0.003361300000000001
2504531145.0,35.0,3.0,33.0,264,36.54,11.424000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'OppositeRelatedEvent', 'Offensive', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 118, 120, 29, 36, 37, 216, 218]",True,335707.0,39.480000000000004,12.036,,,,,,,,,,,,False,Chaves,Maritimo,
2504531143.0,31.0,3.0,33.0,2008,66.465,55.624,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 60]",True,438899.0,,,,,,,,,,,,21.0,Guima,,Chaves,Maritimo,
2505122357.0,735.0,3.0,35.0,2008,64.89,65.62,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,132504.0,,,,,,,,,,,,16.0,Euller,,Chaves,Maritimo,
2504531835.0,36.0,3.0,35.0,2008,56.07,64.87200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,132504.0,50.08500000000001,64.19200000000001,,,,,,,,,,16.0,Euller,False,Chaves,Maritimo,-0.002252519999999999
,,3.0,35.0,2008,50.08500000000001,64.19200000000001,,,Carry,,,,,390741.0,54.285000000000004,65.008,,,,,,,,,,5.0,Bruno Langa,False,Chaves,Maritimo,0.002252519999999999
,,3.0,35.0,2008,64.89,65.62,,,Carry,,,,,132504.0,56.07,64.87200000000001,,,,,,,,,,16.0,Euller,False,Chaves,Maritimo,-0.0027146399999999973
2504531255.0,33.0,3.0,37.0,2008,54.285000000000004,65.008,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Longball', 'PassEndY', 'Zone']","[91, 120, 128, 36, 38, 217, 218]",True,390741.0,89.88,39.712,,,,,,,,,,5.0,Bruno Langa,True,Chaves,Maritimo,
2504531271.0,36.0,3.0,41.0,264,13.545000000000002,24.956000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,32381.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504531319.0,37.0,3.0,42.0,264,13.545000000000002,24.956000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,32381.0,22.155,31.756000000000004,,,,,,,,,,,,False,Chaves,Maritimo,0.0003880399999999992
2504531359.0,38.0,3.0,44.0,264,23.52,36.04,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,300848.0,34.545,32.300000000000004,,,,,,,,,,,,False,Chaves,Maritimo,0.0011582700000000012
2504531443.0,39.0,3.0,46.0,264,35.7,31.552,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Chipped', 'Angle', 'StandingSave', 'PassEndX', 'Length', 'Longball', 'Zone']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,436558.0,63.945,60.044000000000004,,,,,,,,,,,,True,Chaves,Maritimo,0.004824139999999996
2504531457.0,40.0,3.0,49.0,264,65.73,58.412000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,388653.0,,,,,,,,,,,,,,,Chaves,Maritimo,
2504531421.0,34.0,3.0,49.0,2008,39.27,9.588000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[198, 200]",False,447020.0,,,,,,,,,,,,2.0,Habib Sylla,,Chaves,Maritimo,
2504531497.0,41.0,3.0,49.0,264,63.945,60.044000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'OtherBodyPart']",[91],True,388653.0,,,,,,,,,,,,,,,Chaves,Maritimo,
