id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2319910755.0,7.0,0.0,8.0,264.0,23.94,34.408,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,137058.0,29.400000000000002,57.18800000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0004294100000000016
2319910773.0,8.0,0.0,11.0,264.0,31.290000000000006,56.98400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,345713.0,24.150000000000002,32.504,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0004294100000000016
2319910779.0,9.0,0.0,14.0,264.0,24.465000000000007,33.388000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'Longball', 'PassEndY']","[90, 116, 126, 35, 37, 215, 217]",True,137058.0,40.845,1.904,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0010971800000000014
2319910783.0,10.0,0.0,17.0,264.0,39.27000000000001,2.72,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,101952.0,25.41,7.888,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0028141300000000015
2319910797.0,11.0,0.0,19.0,264.0,25.095,8.5,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,381584.0,23.835,28.900000000000002,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.00171695
2319910815.0,12.0,0.0,24.0,264.0,25.200000000000006,16.388,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,137058.0,49.56,11.424,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.004421580000000001
2319910819.0,13.0,0.0,26.0,264.0,49.56,11.424,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[90, 116, 29, 34, 37, 215, 217]",True,403771.0,38.64,2.3120000000000003,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.00258273
2319910821.0,14.0,0.0,27.0,264.0,38.64,2.3120000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle']","[90, 119, 28, 35, 37, 215, 217]",True,101952.0,59.85,1.7680000000000002,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.0034732899999999987
2319910825.0,3.0,0.0,29.0,292.0,42.73500000000001,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndX']","[90, 93, 94, 215]",True,383607.0,51.03,68.0,,,,,,,,,,4.0,Tomás Ribeiro,,Belenenses SAD,Maritimo,
2319910891.0,16.0,0.0,49.0,264.0,58.27500000000001,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Length', 'Zone', 'Angle', 'PassEndX', 'Longball', 'PassEndY']","[90, 211, 35, 36, 215]",True,101952.0,68.88,17.544,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.004615360000000002
2319910915.0,17.0,0.0,51.0,264.0,64.575,21.624000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'StandingSave', 'PassEndX', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,403771.0,47.355000000000004,33.184,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.004505340000000002
2319910933.0,18.0,0.0,54.0,264.0,46.410000000000004,36.04,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[90, 118, 116, 29, 35, 36, 215, 217]",True,345713.0,54.70500000000001,54.94400000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0012721500000000014
2319910967.0,19.0,0.0,59.0,264.0,46.515,46.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Longball', 'Zone', 'StandingSave', 'PassEndY']","[90, 116, 126, 34, 37, 214, 217]",True,329366.0,16.8,33.728,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0034640599999999997
2319910997.0,20.0,1.0,2.0,264.0,16.695,32.980000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[90, 116, 29, 35, 37, 214, 217]",True,74433.0,21.21,3.400000000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.002378680000000001
2319911033.0,21.0,1.0,5.0,264.0,22.680000000000007,3.1280000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,381584.0,9.87,28.288000000000004,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.002378680000000001
2319911047.0,22.0,1.0,9.0,264.0,9.03,29.308000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'PassEndX', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'Length']","[90, 116, 126, 35, 36, 214, 217]",True,74433.0,22.89,59.024,,,,,,,,,,,,False,Belenenses SAD,Maritimo,1.3259999999999314e-05
2319911057.0,23.0,1.0,14.0,264.0,27.51,60.724000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'Chipped', 'Angle', 'PassEndX', 'PassEndY', 'Longball', 'StandingSave']","[90, 119, 123, 127, 35, 37, 216, 217]",True,345713.0,72.66000000000001,36.856,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.01540295
2319911069.0,5.0,1.0,17.0,292.0,27.825000000000006,32.504,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndX', 'HeadPass', 'PassEndY']","[90, 117, 119, 28, 138, 35, 37, 215, 217]",True,381650.0,41.055,28.628000000000004,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Maritimo,0.0024609700000000016
2319911089.0,24.0,1.0,19.0,264.0,65.415,36.720000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[196, 198]",False,422003.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911073.0,6.0,1.0,19.0,292.0,39.58500000000001,31.28,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[197, 199]",False,404907.0,,,,,,,,,,,,33.0,Dopanga Loockman Trova Boni,,Belenenses SAD,Maritimo,
2319911081.0,7.0,1.0,19.0,292.0,39.58500000000001,29.036000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'Head']",[90],True,404907.0,,,,,,,,,,,,33.0,Dopanga Loockman Trova Boni,,Belenenses SAD,Maritimo,
2319911095.0,25.0,1.0,19.0,264.0,65.41500000000002,34.476000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'HeadPass', 'Zone', 'PassEndX', 'Angle']","[90, 119, 28, 138, 35, 36, 215, 217]",True,422003.0,67.83,34.816,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0
2319911091.0,8.0,1.0,21.0,292.0,32.865,35.836000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Angle', 'Length', 'HeadPass', 'PassEndY']","[90, 117, 119, 28, 138, 35, 36, 215, 217]",True,381650.0,41.58000000000001,52.90400000000001,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Maritimo,0.00082343
2319911101.0,26.0,1.0,23.0,264.0,63.0,11.628000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'Chipped', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[90, 119, 28, 123, 35, 37, 216, 217]",True,101952.0,77.59500000000001,0.0,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0025178200000000005
2319911225.0,10.0,1.0,52.0,292.0,20.685,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Longball', 'PassEndY', 'PassEndX', 'Zone', 'ThrowIn', 'Angle']","[90, 211, 35, 37, 215]",True,383607.0,43.155,62.96800000000001,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Maritimo,0.0028141300000000015
2319911227.0,28.0,1.0,54.0,264.0,63.73500000000001,4.556,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[90, 100, 55]",True,282241.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911307.0,12.0,2.0,17.0,292.0,37.695,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['ThrowIn', 'PassEndY', 'Longball', 'Angle', 'Length', 'Zone', 'PassEndX']","[90, 211, 35, 37, 216]",True,383607.0,72.03,60.044000000000004,,,,,,,,,,4.0,Tomás Ribeiro,True,Belenenses SAD,Maritimo,0.00995862
2319911309.0,30.0,2.0,22.0,264.0,34.33500000000001,7.888,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,137058.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911335.0,31.0,2.0,23.0,264.0,33.81,8.296,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,137058.0,30.975,36.65200000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0015471700000000005
2319911339.0,32.0,2.0,29.0,264.0,37.8,55.76000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,345713.0,44.1,64.05600000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.00033624999999999974
2319911341.0,33.0,2.0,30.0,264.0,43.89,64.87200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,329366.0,33.075,54.196000000000005,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0006677699999999998
2319911353.0,34.0,2.0,32.0,264.0,32.025,54.74,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Zone', 'Length']","[90, 116, 29, 34, 37, 214, 217]",True,345713.0,11.655,38.148,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0002323199999999994
2319911377.0,35.0,2.0,37.0,264.0,12.39,37.536,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Chipped', 'Zone', 'Length', 'Angle', 'PassEndY']","[90, 116, 29, 123, 35, 37, 214, 217]",True,74433.0,32.34,16.252,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0002323199999999994
2319911395.0,36.0,2.0,42.0,264.0,33.075,8.908000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,422003.0,23.730000000000008,1.7000000000000004,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0021463600000000017
2319919319.0,386.0,2.0,50.0,264.0,53.445,0.476,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,101952.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911403.0,37.0,2.0,50.0,264.0,51.555000000000014,3.5360000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length']","[90, 118, 116, 29, 35, 37, 215, 217]",True,381584.0,53.235000000000014,0.6120000000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.002252519999999999
2319911439.0,14.0,2.0,56.0,292.0,53.339999999999996,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'ThrowIn', 'Angle', 'PassEndX', 'PassEndY']","[90, 211, 34, 37, 215]",True,384385.0,51.555000000000014,62.15200000000001,,,,,,,,,,5.0,Nilton Varela,False,Belenenses SAD,Maritimo,0.0
,,2.0,56.0,,51.555000000000014,62.15200000000001,,,Carry,,,,,400848.0,48.195,56.57600000000001,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Maritimo,0.0013619600000000006
2319911447.0,15.0,3.0,1.0,292.0,48.195,56.57600000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'Zone', 'Longball', 'StandingSave', 'PassEndX', 'Chipped']","[90, 119, 123, 127, 35, 37, 215, 217]",True,400848.0,54.495,15.096,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Maritimo,0.0022727300000000006
2319911453.0,39.0,3.0,3.0,264.0,51.87,49.64,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'Head', 'StandingSave']","[90, 68]",True,329366.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911463.0,16.0,3.0,7.0,292.0,24.675,14.008000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,292068.0,9.975,26.860000000000007,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Maritimo,0.0014034000000000008
2319911473.0,17.0,3.0,9.0,292.0,10.605,26.792000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX', 'Longball']","[90, 119, 127, 35, 37, 215, 217]",True,422229.0,65.73,17.0,,,,,,,,,,1.0,Luiz Felipe,True,Belenenses SAD,Maritimo,0.00929291
2319911523.0,40.0,3.0,12.0,264.0,39.375,46.51200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'HeadPass']","[90, 118, 116, 29, 138, 35, 37, 215, 217]",True,345713.0,60.06,45.356,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.00416422
2319911527.0,41.0,3.0,15.0,264.0,57.75,48.824,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,335707.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911531.0,42.0,3.0,17.0,264.0,55.860000000000014,54.94400000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[90, 119, 28, 35, 36, 215, 217]",True,335707.0,64.575,56.03200000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0025853399999999985
2319911539.0,18.0,3.0,18.0,292.0,43.89,8.568,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 55]",True,292068.0,,,,,,,,,,,,21.0,Cafu,,Belenenses SAD,Maritimo,
2319911571.0,43.0,3.0,20.0,264.0,42.525,64.66800000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Longball', 'Length', 'Zone', 'Angle', 'PassEndX']","[90, 119, 127, 35, 37, 216, 217]",True,345713.0,105.0,55.14800000000001,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.035214539999999996
2319911667.0,20.0,3.0,51.0,292.0,4.725000000000001,31.348000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['MissHigh', 'PassEndX', 'Angle', 'Zone', 'Length', 'GoalKick', 'Longball', 'PassEndY']","[90, 119, 127, 35, 37, 215, 217]",True,422229.0,62.58000000000001,13.464000000000004,,,,,,,,,,1.0,Luiz Felipe,True,Belenenses SAD,Maritimo,0.00929291
2319911683.0,45.0,3.0,54.0,264.0,39.9,48.55200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'HeadPass', 'Zone', 'Length', 'Angle']","[90, 119, 28, 138, 35, 36, 215, 217]",True,345713.0,66.78,62.22000000000001,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.00475886
2319911687.0,21.0,3.0,56.0,292.0,41.475,5.984000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[90, 117, 119, 28, 138, 35, 36, 215, 217]",True,369083.0,47.145,7.276000000000002,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Maritimo,0.0012207699999999995
2319911711.0,47.0,3.0,58.0,264.0,62.055000000000014,61.40400000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Zone', 'HeadPass', 'PassEndY', 'Length']","[90, 119, 28, 138, 35, 36, 215, 217]",True,282241.0,65.10000000000001,68.0,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.002714640000000001
2319911799.0,23.0,4.0,14.0,292.0,51.345,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'ThrowIn', 'Length', 'Angle', 'Zone', 'PassEndX']","[90, 211, 35, 36, 216]",True,369083.0,73.815,2.5160000000000005,,,,,,,,,,2.0,Diogo Calila,True,Belenenses SAD,Maritimo,0.00873785
2319911815.0,49.0,4.0,17.0,264.0,26.25,64.05600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'HeadPass', 'Angle', 'Zone', 'Length', 'PassEndX']","[90, 116, 29, 138, 35, 37, 214, 217]",True,345713.0,33.495,60.58800000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0013280500000000008
2319911819.0,50.0,4.0,18.0,264.0,34.02,60.31600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,329366.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911837.0,51.0,4.0,19.0,264.0,34.02000000000001,60.31600000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[90, 116, 29, 34, 37, 214, 217]",True,329366.0,13.545000000000003,56.236,,,,,,,,,,,,False,Belenenses SAD,Maritimo,-0.0009907000000000006
2319911845.0,24.0,4.0,23.0,292.0,82.005,2.9920000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone', 'Head']",[90],True,422230.0,,,,,,,,,,,,18.0,Alioune Ndour,,Belenenses SAD,Maritimo,
2319911843.0,52.0,4.0,23.0,264.0,13.86,64.60000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'PassEndY', 'Chipped', 'Length', 'Zone', 'Angle']","[90, 117, 119, 28, 123, 35, 214, 217]",True,137058.0,21.525000000000002,64.60000000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.0006523799999999993
2319911859.0,53.0,4.0,27.0,264.0,27.3,60.384,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[196, 199]",False,282241.0,,,,,,,,,,,,,,,Belenenses SAD,Maritimo,
2319911853.0,25.0,4.0,27.0,292.0,77.7,7.616,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[197, 198]",False,402366.0,,,,,,,,,,,,11.0,Andrijia Lukovic,,Belenenses SAD,Maritimo,
2319911873.0,54.0,4.0,27.0,264.0,27.825000000000006,60.11200000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'HeadPass', 'PassEndY', 'Length']","[90, 116, 29, 138, 34, 37, 214, 217]",True,282241.0,15.225000000000001,57.05200000000001,,,,,,,,,,,,False,Belenenses SAD,Maritimo,0.00033735000000000015
2319911885.0,55.0,4.0,29.0,264.0,15.120000000000001,56.98400000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'Longball']","[90, 119, 127, 35, 37, 215, 217]",True,137058.0,53.445,41.61600000000001,,,,,,,,,,,,True,Belenenses SAD,Maritimo,0.00810939
2319911895.0,26.0,4.0,33.0,292.0,56.07,32.504,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,381650.0,,,,,,,,,,,,27.0,Chima Akas,,Belenenses SAD,Maritimo,
,,4.0,33.0,,56.07,32.504,,,Carry,,,,,381650.0,55.65000000000001,36.448,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Maritimo,0.0
2319911913.0,27.0,4.0,35.0,292.0,55.65000000000001,36.448,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY']","[90, 118, 116, 29, 35, 36, 215, 217]",True,381650.0,56.175000000000004,51.272000000000006,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Maritimo,-0.0007771499999999973
,,4.0,35.0,,56.175000000000004,51.272000000000006,,,Carry,,,,,384385.0,57.225,48.824,,,,,,,,,,5.0,Nilton Varela,False,Belenenses SAD,Maritimo,0.0007378299999999983
2319911925.0,28.0,4.0,38.0,292.0,57.225,48.824,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY']","[90, 118, 116, 29, 35, 37, 215, 217]",True,384385.0,61.95,33.93200000000001,,,,,,,,,,5.0,Nilton Varela,False,Belenenses SAD,Maritimo,0.0031147400000000013
2319911941.0,29.0,4.0,40.0,292.0,62.055000000000014,32.980000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[90, 118, 116, 29, 35, 37, 215, 217]",True,404907.0,65.52,23.324000000000005,,,,,,,,,,33.0,Dopanga Loockman Trova Boni,False,Belenenses SAD,Maritimo,0.002456040000000003
