id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2373896431.0,30.0,1.0,27.0,299.0,78.015,2.5160000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,119542.0,82.425,11.288000000000002,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense,0.008311429999999998
2373896451.0,31.0,1.0,28.0,299.0,82.425,11.288000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,74016.0,100.69500000000001,7.2760000000000025,,,,,,,,,,,14.0,Haris Seferovic,False,Benfica,Moreirense,0.00839318
2373896485.0,32.0,1.0,30.0,299.0,101.22000000000001,7.2760000000000025,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'RightFoot', 'StandingSave', 'PassEndY', 'Cross', 'Chipped', 'Angle']","[91, 119, 137, 124, 125, 35, 37, 217, 218]",True,119542.0,100.59,36.924000000000014,,,,,,,,,,,2.0,Gilberto,True,Benfica,Moreirense,0.21952771999999998
2373896491.0,33.0,1.0,32.0,299.0,100.275,37.128,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense,
2373896649.0,9.0,1.0,32.0,108.0,4.7250000000000005,30.872,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,328016.0,,,,,,,,,,,,,,,,Benfica,Moreirense,
2373896495.0,34.0,1.0,33.0,299.0,100.59,36.924,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'Head']",[91],True,400828.0,,,,,,,,,,,,,9.0,Darwin Núñez,,Benfica,Moreirense,
2373896553.0,5.0,1.0,33.0,108.0,7.035,31.28,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[91, 94, 95, 215]",True,322766.0,11.655,2.5160000000000005,,,,,,,,,,,,,,Benfica,Moreirense,
2373896567.0,6.0,1.0,38.0,108.0,11.340000000000002,2.176,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,122089.0,,,,,,,,,,,,,,,,Benfica,Moreirense,
2373896543.0,35.0,1.0,38.0,299.0,93.66,65.824,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[198, 199]",False,107252.0,,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense,
2373896575.0,7.0,1.0,38.0,108.0,11.55,2.5160000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Head', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 94, 95, 57, 215]",True,122089.0,16.695,0.0,,,,,,,,,,,,,,Benfica,Moreirense,
