id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2551779965.0,7.0,0.0,22.0,288,57.96000000000001,59.024,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 120, 29, 139, 36, 216, 218]",True,439440.0,69.615,59.024,,,,,,,,,,,,,False,Boavista,Braga,
2551780039.0,8.0,0.0,23.0,122,39.69,4.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone', 'Longball']","[91, 120, 128, 36, 37, 217, 218]",True,423076.0,71.08500000000001,48.008,,,,,,,,,,,42.0,Gaïus Makouta,True,Boavista,Braga,
2551780073.0,8.0,0.0,29.0,288,29.925,15.912,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,384566.0,35.385000000000005,11.56,,,,,,,,,,,,,False,Boavista,Braga,
2551780101.0,9.0,0.0,31.0,122,63.73500000000001,54.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,389108.0,41.895,51.272000000000006,,,,,,,,,,,19.0,Ricardo Mangas,False,Boavista,Braga,-0.006556279999999999
,,0.0,31.0,122,41.895,51.272000000000006,,,Carry,,,,,423077.0,30.345,49.980000000000004,,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Braga,-0.0010425699999999996
2551780159.0,10.0,0.0,35.0,122,30.345,49.980000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,423077.0,39.69,47.53200000000001,,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Braga,0.0015871199999999992
2551780205.0,11.0,0.0,35.0,122,39.69,47.53200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,318429.0,29.294999999999998,52.904,,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Braga,-0.002096840000000001
,,0.0,35.0,122,29.294999999999998,52.904,,,Carry,,,,,423077.0,30.345,63.24,,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Braga,-0.0008183099999999992
2551780261.0,12.0,0.0,39.0,122,30.345,63.24,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,423077.0,49.77,46.92,,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Braga,0.00451469
,,0.0,39.0,122,49.77,46.92,,,Carry,,,,,342705.0,51.45,47.124,,,,,,,,,,,11.0,Yusupha Njie,False,Boavista,Braga,0.0
2551780291.0,13.0,0.0,41.0,122,51.45,47.124,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,342705.0,31.71,39.712,,,,,,,,,,,11.0,Yusupha Njie,False,Boavista,Braga,-0.0029675199999999995
2551780367.0,14.0,0.0,43.0,122,31.71,39.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,318429.0,36.645,11.764000000000001,,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Braga,0.00082343
,,0.0,43.0,122,36.645,11.764000000000001,,,Carry,,,,,422313.0,35.49,13.056000000000001,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,0.0
2551780405.0,15.0,0.0,47.0,122,35.49,13.056000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,422313.0,28.14,20.604000000000003,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,-0.0010425699999999996
2551780419.0,16.0,0.0,50.0,122,28.245,19.992,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,333946.0,36.225,19.176000000000002,,,,,,,,,,,2.0,Reggie Cannon,False,Boavista,Braga,0.0015871199999999992
2551780467.0,17.0,0.0,52.0,122,36.015,19.040000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,423076.0,33.075,4.828,,,,,,,,,,,42.0,Gaïus Makouta,False,Boavista,Braga,-0.00291515
2551780499.0,18.0,0.0,54.0,122,32.865,3.5360000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Length', 'Chipped', 'Zone', 'StandingSave', 'PassEndY']","[91, 120, 29, 124, 36, 37, 216, 218]",True,422313.0,62.370000000000005,7.412000000000001,,,,,,,,,,,79.0,Pedro Malheiro,True,Boavista,Braga,
2551780513.0,10.0,0.0,56.0,288,43.365,51.476000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Angle', 'Zone', 'HeadPass', 'PassEndX', 'StandingSave']","[91, 120, 29, 139, 36, 37, 216, 218]",True,422882.0,56.910000000000004,60.044000000000004,,,,,,,,,,,,,False,Boavista,Braga,
2551780597.0,19.0,0.0,57.0,122,54.495,5.576,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'Zone', 'Chipped', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,423076.0,76.125,17.544,,,,,,,,,,,42.0,Gaïus Makouta,True,Boavista,Braga,0.009386440000000003
2551780685.0,20.0,1.0,5.0,122,89.98500000000001,19.244000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,374830.0,99.855,17.34,,,,,,,,,,,8.0,Bruno Lourenço,False,Boavista,Braga,0.009514569999999993
2551780691.0,21.0,1.0,7.0,122,100.17000000000002,17.272000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 120, 29, 35, 37, 217, 218]",True,91775.0,95.025,31.688000000000002,,,,,,,,,,,21.0,Salvador Agra,False,Boavista,Braga,
2552556209.0,877.0,1.0,7.0,288,8.61,40.392,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 94, 95, 215]",True,439440.0,9.870000000000001,36.04,,,,,,,,,,,,,,Boavista,Braga,
2551780907.0,11.0,1.0,8.0,288,8.505,36.108000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'PlayerCaughtOffside', 'Longball']","[91, 216]",True,384566.0,54.705000000000005,41.004,,,,,,,,,,,,,,Boavista,Braga,
2551780879.0,22.0,1.0,8.0,122,51.765,25.568,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,333946.0,,,,,,,,,,,,,2.0,Reggie Cannon,,Boavista,Braga,
2551780911.0,23.0,1.0,17.0,122,54.6,23.052,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Length', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 132, 35, 38, 216, 218]",True,333946.0,41.685,9.384,,,,,,,,,,,2.0,Reggie Cannon,False,Boavista,Braga,-0.004708769999999999
2551780931.0,24.0,1.0,19.0,122,41.685,9.384,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,422313.0,62.475,3.3320000000000003,,,,,,,,,,,79.0,Pedro Malheiro,True,Boavista,Braga,0.005303409999999996
,,1.0,19.0,122,62.475,3.3320000000000003,,,Carry,,,,,91775.0,63.315,1.292,,,,,,,,,,,21.0,Salvador Agra,False,Boavista,Braga,0.0
2551780949.0,25.0,1.0,22.0,122,63.315,1.292,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,91775.0,49.035000000000004,5.78,,,,,,,,,,,21.0,Salvador Agra,False,Boavista,Braga,-0.0049671599999999965
2551780977.0,26.0,1.0,24.0,122,49.245,5.848,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,422313.0,46.410000000000004,11.832,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,0.0013619600000000006
2551781037.0,27.0,1.0,25.0,122,46.725,11.968000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,318429.0,34.33500000000001,18.564,,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Braga,-0.00274078
2551781091.0,28.0,1.0,29.0,122,35.7,18.972,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,333946.0,14.595,32.096000000000004,,,,,,,,,,,2.0,Reggie Cannon,False,Boavista,Braga,-0.0018645199999999997
2551781129.0,29.0,1.0,32.0,122,14.28,31.96,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,35211.0,22.995,13.396,,,,,,,,,,,1.0,Bracali,False,Boavista,Braga,-0.0014034000000000008
2551781177.0,30.0,1.0,35.0,122,22.995,12.852,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Longball', 'Chipped', 'Zone', 'StandingSave']","[91, 120, 124, 128, 36, 37, 216, 218]",True,333946.0,56.175000000000004,32.708000000000006,,,,,,,,,,,2.0,Reggie Cannon,True,Boavista,Braga,
2551781229.0,13.0,1.0,38.0,288,45.885000000000005,32.504,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'Zone', 'PassEndX', 'HeadPass', 'PassEndY']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,83475.0,72.24,32.096000000000004,,,,,,,,,,,,,True,Boavista,Braga,0.00900551
2551800963.0,195.0,1.0,39.0,288,72.135,25.772000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,283362.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551801019.0,196.0,1.0,39.0,288,72.135,25.772000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 120, 29, 35, 37, 217, 218]",True,283362.0,72.03,30.94,,,,,,,,,,,,,False,Boavista,Braga,
2551781215.0,31.0,1.0,40.0,122,33.6,29.92,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,318429.0,,,,,,,,,,,,,24.0,Sebastián Pérez,,Boavista,Braga,
2551781243.0,32.0,1.0,41.0,122,33.6,29.92,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,318429.0,37.38,39.1,,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Braga,0.0013027000000000004
,,1.0,41.0,122,37.38,39.1,,,Carry,,,,,423076.0,36.96000000000001,37.536,,,,,,,,,,,42.0,Gaïus Makouta,False,Boavista,Braga,0.0
2551781307.0,33.0,1.0,42.0,122,36.96000000000001,37.536,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,423076.0,24.78,39.304,,,,,,,,,,,42.0,Gaïus Makouta,False,Boavista,Braga,-0.0024609700000000016
2551781319.0,34.0,1.0,44.0,122,24.255000000000003,39.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,423077.0,29.82,33.728,,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Braga,0.0011582700000000012
2551781331.0,35.0,1.0,45.0,122,29.82,33.728,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,318429.0,26.565,24.684,,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Braga,-0.0002191399999999996
2551781383.0,36.0,1.0,47.0,122,26.565,24.684,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,333946.0,32.76,9.112,,,,,,,,,,,2.0,Reggie Cannon,False,Boavista,Braga,-0.0005097200000000017
2551781425.0,37.0,1.0,50.0,122,32.76,9.112,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,422313.0,43.050000000000004,3.4000000000000004,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,0.0006677700000000016
2551781543.0,38.0,1.0,51.0,122,43.050000000000004,3.4000000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,91775.0,43.155,11.152,,,,,,,,,,,21.0,Salvador Agra,False,Boavista,Braga,0.0008845199999999998
,,1.0,51.0,122,43.155,11.152,,,Carry,,,,,422313.0,62.79,18.768,,,,,,,,,,,79.0,Pedro Malheiro,True,Boavista,Braga,0.007204130000000001
2551781561.0,14.0,1.0,55.0,288,44.52,50.456,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,81928.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781549.0,39.0,1.0,55.0,122,60.480000000000004,17.544,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Offensive']","[91, 54]",True,422313.0,,,,,,,,,,,,,79.0,Pedro Malheiro,,Boavista,Braga,
2551781567.0,40.0,1.0,55.0,122,62.79,18.768,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,422313.0,66.885,22.916000000000004,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,0.0
2551781577.0,41.0,1.0,56.0,122,66.885,22.916000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,342705.0,63.945,27.676000000000005,,,,,,,,,,,11.0,Yusupha Njie,False,Boavista,Braga,0.0006193799999999992
2551781641.0,42.0,1.0,57.0,122,63.945,27.676000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Longball', 'Zone', 'Angle']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,422313.0,75.075,61.81200000000001,,,,,,,,,,,79.0,Pedro Malheiro,False,Boavista,Braga,0.0012505899999999993
,,1.0,57.0,122,75.075,61.81200000000001,,,Carry,,,,,454408.0,91.875,62.83200000000001,,,,,,,,,,,70.0,Sopuruchukwu Onyemaechi,True,Boavista,Braga,0.013629430000000001
2551791907.0,11011.0,1.0,,288,54.705000000000005,41.004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,372828.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781647.0,43.0,2.0,2.0,122,91.875,62.83200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'PassEndY', 'Angle', 'Length', 'LeftFoot', 'StandingSave', 'Cross', 'PassEndX', 'Chipped', 'Zone']","[91, 138, 124, 126, 36, 38, 217, 218]",True,454408.0,95.34,57.596000000000004,,,,,,,,,,,70.0,Sopuruchukwu Onyemaechi,False,Boavista,Braga,
2551781693.0,15.0,2.0,2.0,288,10.290000000000001,10.812000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['BlockedCross', 'Zone', 'OppositeRelatedEvent']","[91, 59]",True,384566.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781725.0,16.0,2.0,5.0,288,9.240000000000002,4.692,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[55],False,384566.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781755.0,44.0,2.0,5.0,122,95.76,63.308,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 54]",True,454408.0,,,,,,,,,,,,,70.0,Sopuruchukwu Onyemaechi,,Boavista,Braga,
2551781851.0,45.0,2.0,8.0,122,92.715,61.2,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,454408.0,82.215,59.704,,,,,,,,,,,70.0,Sopuruchukwu Onyemaechi,False,Boavista,Braga,-0.007287600000000002
,,2.0,8.0,122,82.215,59.704,,,Carry,,,,,423076.0,92.925,61.81200000000001,,,,,,,,,,,42.0,Gaïus Makouta,False,Boavista,Braga,0.007287600000000002
2551781869.0,46.0,2.0,12.0,122,92.925,61.81200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Cross', 'LeftFoot', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 138, 126, 35, 38, 217, 218]",True,423076.0,91.77000000000001,40.392,,,,,,,,,,,42.0,Gaïus Makouta,True,Boavista,Braga,
2551832637.0,474.0,2.0,14.0,288,15.015,32.164,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,322689.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551832025.0,471.0,2.0,14.0,288,14.175,31.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,322689.0,28.665000000000003,27.064,,,,,,,,,,,,,False,Boavista,Braga,0.0004965400000000002
2551781959.0,17.0,2.0,15.0,288,25.830000000000002,20.400000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 53]",True,117980.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781939.0,47.0,2.0,16.0,122,79.17000000000002,47.6,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'StandingSave', 'OppositeRelatedEvent', 'Offensive']","[91, 142]",True,422313.0,,,,,,,,,,,,,79.0,Pedro Malheiro,,Boavista,Braga,
2551832303.0,472.0,2.0,17.0,288,24.675,26.044,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length', 'StandingSave']","[91, 118, 120, 29, 36, 37, 215, 218]",True,81928.0,29.925,27.268000000000004,,,,,,,,,,,,,False,Boavista,Braga,
2551832485.0,473.0,2.0,17.0,288,31.290000000000003,23.936000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,127130.0,,,,,,,,,,,,,,,,Boavista,Braga,
2551781985.0,48.0,2.0,18.0,122,78.12,41.344,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,342705.0,,,,,,,,,,,,,11.0,Yusupha Njie,,Boavista,Braga,
2551782027.0,49.0,2.0,19.0,122,78.12,41.344,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,342705.0,72.03,28.628000000000004,,,,,,,,,,,11.0,Yusupha Njie,False,Boavista,Braga,0.0
,,2.0,19.0,122,72.03,28.628000000000004,,,Carry,,,,,374830.0,74.655,22.712,,,,,,,,,,,8.0,Bruno Lourenço,False,Boavista,Braga,0.0002709100000000027
2551782141.0,50.0,2.0,21.0,122,74.655,22.712,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,374830.0,66.885,12.172,,,,,,,,,,,8.0,Bruno Lourenço,False,Boavista,Braga,-0.005418930000000002
