id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2548764757.0,8.0,0.0,7.0,121,24.885,13.736,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,444575.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548764695.0,4.0,0.0,8.0,107,74.235,57.868,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,319796.0,,,,,,,,,,,90.0,Mikey Johnston,,Rio Ave,Vitoria de Guimaraes,
,,0.0,8.0,107,74.235,57.868,,,Carry,,,,,319796.0,75.17999999999999,51.61200000000001,,,,,,,,,90.0,Mikey Johnston,False,Rio Ave,Vitoria de Guimaraes,0.0
2548764787.0,5.0,0.0,9.0,107,75.17999999999999,51.61200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Angle', 'Length', 'Longball', 'PassEndY', 'PassEndX']","[91, 120, 128, 36, 38, 217, 218]",True,319796.0,99.12,0.0,,,,,,,,,90.0,Mikey Johnston,False,Rio Ave,Vitoria de Guimaraes,
2548765043.0,10.0,0.0,30.0,121,10.395000000000001,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'ThrowIn', 'PassEndX', 'Zone']","[91, 212, 36, 38, 215]",True,337885.0,10.605,54.264,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0002954400000000001
2548765049.0,11.0,0.0,31.0,121,14.07,52.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 70]",True,149468.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548765057.0,7.0,0.0,32.0,107,90.92999999999999,15.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 143]",True,351703.0,,,,,,,,,,,17.0,André Silva,,Rio Ave,Vitoria de Guimaraes,
,,0.0,32.0,107,90.92999999999999,15.436,,,Carry,,,,,351703.0,87.465,19.856,,,,,,,,,17.0,André Silva,False,Rio Ave,Vitoria de Guimaraes,0.014241460000000004
2548765063.0,8.0,0.0,33.0,107,87.465,19.856,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,351703.0,,,,,,,,,,,17.0,André Silva,,Rio Ave,Vitoria de Guimaraes,
,,0.0,33.0,107,87.465,19.856,,,Carry,,,,,351703.0,87.57000000000001,24.684,,,,,,,,,17.0,André Silva,False,Rio Ave,Vitoria de Guimaraes,0.0
2548765199.0,9.0,0.0,34.0,107,87.57000000000001,24.684,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Longball', 'Length', 'Angle', 'PassEndY', 'StandingSave']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,351703.0,89.88,58.480000000000004,,,,,,,,,17.0,André Silva,False,Rio Ave,Vitoria de Guimaraes,-0.014241460000000004
,,0.0,34.0,107,89.88,58.480000000000004,,,Carry,,,,,319796.0,101.64,63.648,,,,,,,,,90.0,Mikey Johnston,False,Rio Ave,Vitoria de Guimaraes,-0.00274402
2548765207.0,10.0,0.0,42.0,107,101.64,63.648,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,319796.0,,,,,,,,,,,90.0,Mikey Johnston,,Rio Ave,Vitoria de Guimaraes,
2548765233.0,12.0,0.0,43.0,121,3.3600000000000003,4.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive', 'StandingSave']","[91, 143]",True,395954.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2549365203.0,814.0,0.0,43.0,121,0.8400000000000001,6.256,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,395954.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548765391.0,11.0,0.0,44.0,107,99.54,60.79200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['MissLeft', 'OppositeRelatedEvent', 'Zone']",[122],False,319796.0,,,,,,,,,,,90.0,Mikey Johnston,,Rio Ave,Vitoria de Guimaraes,
2548765235.0,13.0,0.0,44.0,121,5.460000000000001,7.208,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,395954.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548765795.0,12.0,1.0,27.0,107,104.47500000000001,67.66000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['RightFoot', 'Cross', 'PassEndX', 'Length', 'PassEndY', 'CornerTaken', 'Zone', 'StandingSave', 'Chipped', 'Angle']","[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,319796.0,102.9,46.784,,,,,,,,,90.0,Mikey Johnston,True,Rio Ave,Vitoria de Guimaraes,
2548765823.0,15.0,1.0,28.0,121,4.83,23.664,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 94, 95, 215]",True,342704.0,0.0,21.148000000000003,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548765817.0,13.0,1.0,29.0,107,104.79,46.784,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['OppositeRelatedEvent', 'MissLeft', 'Zone']",[122],False,319796.0,,,,,,,,,,,90.0,Mikey Johnston,,Rio Ave,Vitoria de Guimaraes,
2548765829.0,16.0,1.0,29.0,121,0.21000000000000002,21.216,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,342704.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548766117.0,14.0,1.0,50.0,107,104.47500000000001,67.66000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'RightFoot', 'StandingSave', 'Angle', 'Cross', 'Chipped', 'CornerTaken', 'Zone']","[91, 119, 137, 124, 125, 31, 32, 34, 35, 38, 217, 218]",True,319796.0,96.39,39.1,,,,,,,,,90.0,Mikey Johnston,True,Rio Ave,Vitoria de Guimaraes,0.21952771999999998
,,1.0,50.0,107,96.39,39.1,,,Carry,,,,,351703.0,93.97500000000001,37.876000000000005,,,,,,,,,17.0,André Silva,False,Rio Ave,Vitoria de Guimaraes,-0.1494026
2548766571.0,17.0,1.0,51.0,107,93.97500000000001,37.876000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone', 'KeyPass']","[91, 123, 40, 46]",True,351703.0,,,,,,,,,,,17.0,André Silva,,Rio Ave,Vitoria de Guimaraes,
2548766161.0,15.0,1.0,54.0,107,92.29500000000002,43.588,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['StandingSave', 'Blocked', 'GoalMouthY', 'RelatedEventId', 'LowCentre', 'BoxLeft', 'RightFoot', 'FromCorner', 'GoalMouthZ', 'OppositeRelatedEvent', 'Assisted', 'Zone', 'BlockedY', 'BlockedX']","[91, 10, 1, 5, 11, 12]",True,444826.0,,,17.0,351703.0,89.7,62.1,19.0,50.4,True,,11.0,Jota Silva,,Rio Ave,Vitoria de Guimaraes,
2548766169.0,17.0,1.0,54.0,121,13.545000000000002,23.528000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Zone', 'StandingSave', 'OutfielderBlock', 'OppositeRelatedEvent']","[91, 58]",True,342704.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548766371.0,18.0,1.0,56.0,121,32.445,15.232,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 63]",True,243572.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548766247.0,16.0,1.0,56.0,107,72.55499999999999,52.768,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Offensive', 'Foul', 'OppositeRelatedEvent', 'Zone', 'StandingSave']",[64],False,135638.0,,,,,,,,,,,10.0,Tiago Silva,,Rio Ave,Vitoria de Guimaraes,
2548766549.0,19.0,2.0,15.0,121,31.71,23.392,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'FreekickTaken', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 132, 36, 38, 216, 218]",True,149468.0,37.695,18.224,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0015871199999999992
2548766575.0,20.0,2.0,16.0,121,37.695,18.224,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,399951.0,17.955000000000002,6.868,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.00489558
2548766593.0,21.0,2.0,18.0,121,17.955000000000002,6.868,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,444575.0,8.4,30.328000000000003,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0009620200000000009
2548766625.0,22.0,2.0,21.0,121,9.345,31.008000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,408938.0,13.65,59.704,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0030310600000000004
2548766671.0,23.0,2.0,26.0,121,10.5,61.404,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,356232.0,14.700000000000001,50.728,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.00198129
2548766715.0,24.0,2.0,31.0,121,26.355000000000004,53.516000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,149468.0,32.13,65.144,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0008183099999999992
2548766759.0,25.0,2.0,34.0,121,38.43,65.756,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,380617.0,57.855000000000004,51.476000000000006,,,,,,,,,,,True,Rio Ave,Vitoria de Guimaraes,0.004855460000000001
2548766761.0,26.0,2.0,37.0,121,55.125,54.604,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,243572.0,56.49,58.004000000000005,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,
2548766789.0,18.0,2.0,37.0,107,46.515,11.764000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,135638.0,,,,,,,,,,,10.0,Tiago Silva,,Rio Ave,Vitoria de Guimaraes,
2548766855.0,27.0,2.0,39.0,121,47.355000000000004,52.224000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Longball', 'Angle', 'StandingSave', 'Zone', 'Chipped', 'PassEndY']","[91, 119, 117, 124, 127, 36, 38, 216, 218]",True,243572.0,56.49,6.12,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0008905599999999986
2548766929.0,28.0,2.0,43.0,121,56.49,6.12,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,395954.0,75.075,5.304,,,,,,,,,,,True,Rio Ave,Vitoria de Guimaraes,0.006485330000000001
2548766933.0,29.0,2.0,47.0,121,73.815,5.644000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,399951.0,75.60000000000001,10.336,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,
2548766971.0,19.0,2.0,48.0,107,25.725,52.7,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,408432.0,,,,,,,,,,,13.0,André Amaro,,Rio Ave,Vitoria de Guimaraes,
,,2.0,48.0,107,25.725,52.7,,,Carry,,,,,408432.0,25.200000000000003,54.53600000000001,,,,,,,,,13.0,André Amaro,False,Rio Ave,Vitoria de Guimaraes,0.0
2548767009.0,20.0,2.0,52.0,107,25.200000000000003,54.53600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,408432.0,,,,,,,,,,,13.0,André Amaro,,Rio Ave,Vitoria de Guimaraes,
2548767017.0,30.0,2.0,52.0,121,79.8,13.464000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,395954.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548767037.0,21.0,2.0,52.0,107,23.52,52.97200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'HeadPass', 'PassEndX', 'Zone']","[91, 117, 30, 139, 36, 37, 215, 218]",True,408432.0,28.035,64.464,,,,,,,,,13.0,André Amaro,False,Rio Ave,Vitoria de Guimaraes,0.0003527700000000005
,,2.0,52.0,107,28.035,64.464,,,Carry,,,,,319796.0,30.03,64.464,,,,,,,,,90.0,Mikey Johnston,False,Rio Ave,Vitoria de Guimaraes,0.0
2548767047.0,22.0,2.0,53.0,107,30.03,64.464,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'HeadPass', 'Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 139, 35, 38, 215, 218]",True,319796.0,26.145,62.220000000000006,,,,,,,,,90.0,Mikey Johnston,False,Rio Ave,Vitoria de Guimaraes,
2548799987.0,419.0,2.0,55.0,121,76.54500000000002,6.596,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,395954.0,84.105,11.696,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,
2548767069.0,23.0,2.0,57.0,107,24.044999999999998,54.128,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,318502.0,,,,,,,,,,,3.0,Mikel Villanueva,,Rio Ave,Vitoria de Guimaraes,
2548767181.0,24.0,2.0,57.0,107,24.36,53.38,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Longball', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 120, 128, 36, 37, 217, 218]",True,318502.0,84.0,64.396,,,,,,,,,3.0,Mikel Villanueva,True,Rio Ave,Vitoria de Guimaraes,
2548767133.0,32.0,3.0,2.0,121,40.214999999999996,5.508,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,125953.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548767223.0,33.0,3.0,4.0,121,32.550000000000004,3.468,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle', 'Longball', 'PassEndY']","[91, 117, 127, 35, 37, 215, 218]",True,125953.0,5.565,23.664,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0008966900000000003
2548767301.0,34.0,3.0,7.0,121,6.09,24.616000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,408938.0,8.925,51.00000000000001,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0013791799999999998
2548767379.0,35.0,3.0,13.0,121,27.195,51.816,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,356232.0,33.81,44.812000000000005,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0005097200000000017
2548767425.0,36.0,3.0,19.0,121,41.37,52.428,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,149468.0,42.63,64.53200000000001,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0008845199999999998
2548767501.0,37.0,3.0,24.0,121,37.48500000000001,52.7,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,380617.0,28.875,36.108000000000004,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.00082343
2548767517.0,38.0,3.0,28.0,121,30.135,32.980000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,125953.0,34.33500000000001,37.536,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0
2548767615.0,39.0,3.0,31.0,121,33.705000000000005,46.376000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,149468.0,35.28,28.832,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0002191399999999996
2548767633.0,40.0,3.0,34.0,121,36.12,23.323999999999998,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,380617.0,52.185,4.42,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0002082999999999998
2548767669.0,41.0,3.0,39.0,121,52.71000000000001,4.42,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,395954.0,34.86000000000001,14.212,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.00414106
2548767709.0,42.0,3.0,42.0,121,34.86000000000001,14.212,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,444575.0,37.48500000000001,16.796,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0015522900000000013
2548767769.0,43.0,3.0,45.0,121,38.22,19.176000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,149468.0,45.255,3.808,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,-0.0002082999999999998
2548767841.0,44.0,3.0,48.0,121,62.370000000000005,5.644000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['IntentionalAssist', 'ShotAssist', 'Zone', 'Chipped', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'Throughball', 'StandingSave', 'Longball', 'KeyPass']","[91, 119, 117, 123, 124, 127, 129, 205, 39, 43, 36, 37, 217, 218]",True,395954.0,87.465,37.332,,,,,,,,,,,True,Rio Ave,Vitoria de Guimaraes,0.09060042
2548767845.0,45.0,3.0,52.0,121,91.56,41.684000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['RegularPlay', 'Blocked', 'LowLeft', 'Zone', 'GoalMouthY', 'RelatedEventId', 'BlockedX', 'LeftFoot', 'IntentionalAssist', 'OppositeRelatedEvent', 'BlockedY', 'BoxCentre', 'GoalMouthZ', 'Assisted', 'StandingSave']","[91, 10, 1, 3, 11, 13]",True,243572.0,,,44.0,395954.0,89.3,59.9,19.0,52.9,True,,,,,Rio Ave,Vitoria de Guimaraes,
2548767871.0,25.0,3.0,52.0,107,12.81,21.828000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OppositeRelatedEvent', 'OutfielderBlock', 'Zone', 'StandingSave']","[91, 58]",True,431674.0,,,,,,,,,,,2.0,Miguel Maga,,Rio Ave,Vitoria de Guimaraes,
2548767989.0,47.0,3.0,57.0,121,84.315,68.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'ThrowIn', 'Zone', 'PassEndY']","[91, 212, 35, 38, 217]",True,337885.0,82.215,62.016000000000005,,,,,,,,,,,False,Rio Ave,Vitoria de Guimaraes,0.0
2548767999.0,48.0,4.0,0.0,121,86.52000000000001,60.928,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive']","[91, 53]",True,380617.0,,,,,,,,,,,,,,Rio Ave,Vitoria de Guimaraes,
2548768029.0,27.0,4.0,1.0,107,18.480000000000004,7.072000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 143]",True,135638.0,,,,,,,,,,,10.0,Tiago Silva,,Rio Ave,Vitoria de Guimaraes,
2548768035.0,28.0,4.0,1.0,107,15.120000000000001,5.78,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135638.0,,,,,,,,,,,10.0,Tiago Silva,,Rio Ave,Vitoria de Guimaraes,
,,4.0,1.0,107,18.480000000000004,7.072000000000001,,,Carry,,,,,135638.0,15.120000000000001,5.78,,,,,,,,,10.0,Tiago Silva,False,Rio Ave,Vitoria de Guimaraes,-0.0006523799999999993
,,4.0,1.0,107,15.120000000000001,5.78,,,Carry,,,,,135638.0,15.75,2.788,,,,,,,,,10.0,Tiago Silva,False,Rio Ave,Vitoria de Guimaraes,0.0
