id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2378143515.0,286.0,40.0,2188.0,421890.0,40.215,43.52,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,9.0,47.25,30.12400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.00215424
2378143517.0,287.0,40.0,2188.0,333315.0,47.355000000000004,29.716000000000005,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,11.0,58.589999999999996,25.636000000000003,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0020492999999999987
2378143521.0,288.0,40.0,2188.0,421893.0,58.48500000000002,25.636000000000003,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,12.0,53.445,30.328000000000003,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0020492999999999987
2378143525.0,289.0,40.0,2188.0,333315.0,60.06,41.412,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,15.0,73.39500000000001,64.80400000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.004326010000000002
2378143527.0,290.0,40.0,2188.0,329403.0,74.13,57.868000000000016,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,21.0,67.41000000000001,52.29200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.005311739999999999
2378143529.0,291.0,40.0,2188.0,333315.0,64.78500000000001,51.204,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,23.0,56.38500000000001,41.82,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0018081900000000012
2378143531.0,292.0,40.0,2188.0,421890.0,55.230000000000004,39.916,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'StandingSave', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,25.0,63.73500000000002,12.036,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0018081900000000012
2378143533.0,293.0,40.0,2188.0,421891.0,64.155,9.384,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,29.0,71.505,4.964,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0025178200000000005
2378143535.0,294.0,40.0,2188.0,374830.0,71.505,4.964,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,31.0,61.63500000000001,3.5360000000000005,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.006485330000000001
2378143537.0,295.0,40.0,2188.0,421891.0,58.589999999999996,9.588000000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,34.0,44.730000000000004,15.912000000000004,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.003970940000000001
2378143543.0,296.0,40.0,2188.0,356232.0,56.595,23.256000000000004,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,41.0,53.550000000000004,38.28400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,3.931999999999894e-05
2378143545.0,297.0,40.0,2188.0,421890.0,55.125,41.34400000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,45.0,54.915,27.608000000000004,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378143547.0,298.0,40.0,2188.0,356232.0,55.44,29.240000000000002,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Chipped', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,47.0,71.61,2.788,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.004326010000000002
2378143549.0,299.0,40.0,2188.0,421893.0,71.715,2.788,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,49.0,67.83,9.996000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0025178200000000005
2378143551.0,300.0,40.0,2188.0,421891.0,75.28500000000001,12.036,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,55.0,78.435,3.74,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0027939199999999983
2378143553.0,301.0,40.0,2188.0,421893.0,74.235,6.868000000000001,40.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,57.0,65.52,13.804000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0025178200000000005
2378143555.0,302.0,41.0,2188.0,356232.0,65.52,13.804000000000002,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,0.0,71.61,11.56,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.005311739999999999
2378143557.0,303.0,41.0,2188.0,421893.0,70.875,7.548,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,3.0,78.855,7.684000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378143561.0,304.0,41.0,2188.0,421892.0,79.485,7.072000000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,4.0,79.59,3.74,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378143563.0,305.0,41.0,2188.0,421891.0,79.38,3.604,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,5.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143559.0,323.0,41.0,786.0,380685.0,24.46500000000001,63.104,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'Length']","[91, 118, 120, 29, 35, 37, 215, 218]",True,6.0,24.150000000000002,64.94,,,,,,,,,9.0,Uilton,False,Estoril,Pacos de Ferreira,0.0
2378143565.0,306.0,41.0,2188.0,421891.0,77.59500000000001,5.032000000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,8.0,74.44500000000001,15.028000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0027939199999999983
2378143567.0,307.0,41.0,2188.0,333315.0,74.44500000000001,15.028000000000002,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,9.0,83.47500000000001,5.032000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0035479100000000013
2378143573.0,308.0,41.0,2188.0,421892.0,83.47500000000001,5.032000000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Length', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,11.0,93.87,11.832000000000004,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.013106799999999998
2378143577.0,309.0,41.0,2188.0,421893.0,93.66,18.768,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 53]",True,15.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143575.0,324.0,41.0,786.0,23621.0,11.340000000000002,49.232000000000006,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,15.0,,,,,,,,,,,5.0,Antunes,,Estoril,Pacos de Ferreira,
2378143579.0,310.0,41.0,2188.0,421893.0,93.24,22.032,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['BlockedX', 'Blocked', 'LeftFoot', 'GoalMouthZ', 'BoxRight', 'StandingSave', 'BlockedY', 'OppositeRelatedEvent', 'GoalMouthY', 'RegularPlay', 'Zone', 'LowRight']","[91, 10, 1, 3, 11, 13]",True,16.0,,,92.3,37.5,4.2,47.1,True,,,,,,,Estoril,Pacos de Ferreira,
2378143581.0,325.0,41.0,786.0,322640.0,8.82,43.452000000000005,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Zone', 'StandingSave', 'OutfielderBlock', 'OppositeRelatedEvent']","[91, 58]",True,16.0,,,,,,,,,,,2.0,Marco Baixinho,,Estoril,Pacos de Ferreira,
2378143583.0,311.0,41.0,2188.0,421893.0,93.45,18.836000000000002,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY', 'StandingSave', 'Chipped']","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,18.0,94.185,34.816,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.053139639999999995
2378143585.0,312.0,41.0,2188.0,374830.0,94.185,34.816,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,19.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143591.0,326.0,41.0,786.0,275110.0,12.18,30.396000000000004,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,19.0,,,,,,,,,,,29.0,Fernando Fonseca,,Estoril,Pacos de Ferreira,
2378143635.0,317.0,41.0,2188.0,374830.0,92.29500000000002,37.468,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",ShotOnPost,Successful,"['RegularPlay', 'Zone', 'GoalMouthZ', 'LeftFoot', 'MissLeft', 'GoalMouthY', 'BoxCentre']","[91, 7, 8, 10, 1, 3, 13]",True,20.0,,,,,5.7,55.4,True,,,,,,,Estoril,Pacos de Ferreira,
2378143593.0,327.0,41.0,786.0,423078.0,2.3100000000000005,35.156000000000006,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 94, 95, 215]",True,22.0,5.88,45.83200000000001,,,,,,,,,3.0,Nuno Lima,,Estoril,Pacos de Ferreira,
2378143595.0,328.0,41.0,786.0,23621.0,5.88,45.83200000000001,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY']","[91, 94, 95, 215]",True,23.0,0.0,54.400000000000006,,,,,,,,,5.0,Antunes,,Estoril,Pacos de Ferreira,
2378143599.0,314.0,41.0,2188.0,374830.0,100.38,24.344,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['OppositeRelatedEvent', 'MissRight', 'Zone']",[122],False,25.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143597.0,329.0,41.0,786.0,23621.0,4.620000000000001,43.656000000000006,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,25.0,,,,,,,,,,,5.0,Antunes,,Estoril,Pacos de Ferreira,
2378143609.0,330.0,41.0,786.0,384889.0,12.285,40.188,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 63]",True,53.0,,,,,,,,,,,77.0,Nuno Santos,,Estoril,Pacos de Ferreira,
2378143613.0,316.0,41.0,2188.0,333315.0,92.715,27.812,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'StandingSave', 'Foul', 'Offensive', 'OppositeRelatedEvent']",[64],False,53.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143611.0,315.0,41.0,2188.0,421893.0,104.47500000000001,0.34,41.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'CornerTaken', 'StandingSave', 'LeftFoot', 'Cross', 'Chipped', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,53.0,92.19,28.492000000000004,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.07012512
2378143643.0,331.0,42.0,786.0,364187.0,13.65,38.352000000000004,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'FreekickTaken', 'StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 118, 120, 128, 133, 36, 37, 216, 218]",True,50.0,50.925000000000004,52.02,,,,,,,,,13.0,André Ferreira,True,Estoril,Pacos de Ferreira,0.0030181800000000005
2378143647.0,318.0,42.0,2188.0,333315.0,56.175000000000004,14.484000000000002,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'HeadPass', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,53.0,59.535000000000004,22.44,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0007378299999999983
2378143649.0,319.0,42.0,2188.0,69742.0,59.535,22.44,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,54.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143651.0,320.0,42.0,2188.0,69742.0,59.43000000000001,21.896000000000004,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Zone', 'Offensive']","[91, 63]",True,56.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143645.0,332.0,42.0,786.0,422245.0,45.57,46.104,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Foul', 'OppositeRelatedEvent', 'Defensive', 'Zone']",[64],False,56.0,,,,,,,,,,,26.0,Rui Pires,,Estoril,Pacos de Ferreira,
2378143661.0,321.0,42.0,2188.0,421893.0,64.365,25.636000000000003,42.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 119, 117, 30, 132, 36, 37, 216, 218]",True,59.0,67.935,49.368000000000016,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0006193799999999992
2378143663.0,322.0,43.0,2188.0,421892.0,68.46000000000001,51.74800000000002,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,2.0,67.62,62.15200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0012528699999999997
2378143665.0,323.0,43.0,2188.0,105928.0,67.62,62.15200000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,5.0,54.18000000000002,48.144,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0005946400000000004
2378143667.0,324.0,43.0,2188.0,421890.0,54.075,48.144,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,7.0,46.935,30.872,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0020099799999999998
2378143669.0,325.0,43.0,2188.0,421893.0,46.83000000000001,31.076000000000004,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,9.0,48.615,44.88,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0005547
2378143671.0,326.0,43.0,2188.0,421890.0,48.615,44.94800000000002,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Length', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,12.0,65.94,65.824,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.00315932
2378143673.0,327.0,43.0,2188.0,329403.0,67.41000000000001,65.07600000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,13.0,66.675,61.94800000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378143675.0,328.0,43.0,2188.0,421892.0,67.935,60.79200000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,16.0,71.61,52.29200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0065646099999999985
2378143677.0,329.0,43.0,2188.0,374830.0,72.55499999999999,52.496,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,17.0,76.965,50.25200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.00010719000000000006
2378143681.0,330.0,43.0,2188.0,329403.0,76.125,50.11600000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive', 'StandingSave']","[91, 53]",True,18.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143679.0,333.0,43.0,786.0,422245.0,28.875,17.884,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 142]",True,18.0,,,,,,,,,,,26.0,Rui Pires,,Estoril,Pacos de Ferreira,
2378143683.0,331.0,43.0,2188.0,329403.0,76.86,50.18400000000002,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'ShotAssist', 'Zone', 'StandingSave', 'Angle', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218]",True,20.0,80.64,52.29200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.00541032
2378143685.0,332.0,43.0,2188.0,374830.0,81.79500000000002,51.68000000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['Zone', 'RegularPlay', 'GoalMouthZ', 'RelatedEventId', 'LeftFoot', 'LowRight', 'BlockedY', 'StandingSave', 'BlockedX', 'OppositeRelatedEvent', 'GoalMouthY', 'OutOfBoxCentre', 'Assisted']","[91, 9, 10, 2, 3, 13]",True,22.0,,,98.2,52.2,14.6,46.5,True,331.0,329403.0,,,,,Estoril,Pacos de Ferreira,
2378143687.0,334.0,43.0,786.0,364187.0,3.045,31.552,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Zone', 'DivingSave', 'Hands', 'OppositeRelatedEvent', 'ParriedSafe', 'KeeperSaveObox']","[91, 109, 113, 83, 77, 79, 82]",True,23.0,,,,,,,,,,,13.0,André Ferreira,,Estoril,Pacos de Ferreira,
2378143689.0,335.0,43.0,786.0,380685.0,7.665,47.940000000000005,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,25.0,,,,,,,,,,,9.0,Uilton,,Estoril,Pacos de Ferreira,
,,43.0,,380685.0,7.665,47.94000000000001,,,Carry,,,,,25.0,11.13,60.58800000000002,,,,,,,,,9.0,Uilton,False,Estoril,Pacos de Ferreira,-0.0010837399999999997
2378143701.0,333.0,43.0,2188.0,421893.0,73.08,14.824000000000002,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,28.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143697.0,336.0,43.0,786.0,380685.0,11.13,60.58800000000002,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Longball', 'StandingSave', 'Zone', 'Angle', 'PassEndY']","[91, 118, 120, 128, 36, 38, 216, 218]",True,28.0,36.435,55.21600000000001,,,,,,,,,9.0,Uilton,False,Estoril,Pacos de Ferreira,0.0043510300000000005
2378143705.0,334.0,43.0,2188.0,421893.0,75.495,23.732,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,33.0,84.84,25.16,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.004429620000000002
2378143703.0,337.0,43.0,786.0,322640.0,23.625,41.344,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,34.0,,,,,,,,,,,2.0,Marco Baixinho,,Estoril,Pacos de Ferreira,
2378143707.0,338.0,43.0,786.0,322640.0,24.15,42.84,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,34.0,,,,,,,,,,,2.0,Marco Baixinho,,Estoril,Pacos de Ferreira,
,,43.0,,322640.0,23.625,41.34400000000001,,,Carry,,,,,34.0,24.150000000000002,42.84,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,-0.00015244999999999842
2378143709.0,339.0,43.0,786.0,322640.0,24.675,43.724000000000004,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,35.0,29.085,49.232000000000006,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.00109158
2378143713.0,340.0,43.0,786.0,384889.0,28.245,48.21200000000001,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,35.0,45.15,56.916,,,,,,,,,77.0,Nuno Santos,False,Estoril,Pacos de Ferreira,0.00274078
,,43.0,,131384.0,45.15,56.916,,,Carry,,,,,35.0,69.405,42.364000000000004,,,,,,,,,10.0,Denilson,True,Estoril,Pacos de Ferreira,0.0061253
2378143711.0,335.0,43.0,2188.0,356232.0,57.330000000000005,13.6,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,40.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143719.0,341.0,43.0,786.0,131384.0,47.67,54.400000000000006,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 54]",True,40.0,,,,,,,,,,,10.0,Denilson,,Estoril,Pacos de Ferreira,
2378143721.0,342.0,43.0,786.0,131384.0,69.405,42.364000000000004,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Length', 'Angle', 'Throughball', 'PassEndX']","[91, 119, 117, 30, 129, 205, 36, 37, 217, 218]",True,43.0,89.775,45.62800000000002,,,,,,,,,10.0,Denilson,True,Estoril,Pacos de Ferreira,0.03494068
,,43.0,,110341.0,89.775,45.62800000000002,,,Carry,,,,,43.0,84.84,45.696000000000005,,,,,,,,,15.0,Juan Delgado,False,Estoril,Pacos de Ferreira,-0.026359360000000002
2378143723.0,343.0,43.0,786.0,110341.0,84.84,45.696000000000005,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Foul', 'Offensive']","[91, 63]",True,45.0,,,,,,,,,,,15.0,Juan Delgado,,Estoril,Pacos de Ferreira,
2378143731.0,336.0,43.0,2188.0,421890.0,20.16,22.304,43.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'Foul', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']",[64],False,45.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378143811.0,337.0,44.0,2188.0,421890.0,0.0,0.0,44.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Foul', 'Yellow']",[65],False,6.0,,,,,,,,,,"{'value': 31, 'displayName': 'Yellow'}",,,,Estoril,Pacos de Ferreira,
2378144963.0,343.0,45.0,2188.0,356232.0,0.0,0.0,48.0,"{'value': 2, 'displayName': 'SecondHalf'}",SubstitutionOff,Successful,"['PlayerPosition', 'JerseyNumber', 'RelatedEventId']",[214],False,0.0,,,,,,,,344.0,429092.0,,,,,Estoril,Pacos de Ferreira,
